CHEM,CHEMID,CASNUM,TODAY,INITIALS,USERID,CREATED,MODIFIED
"1,2,6-TRI-O-GALLOYL-GLUCOSE","126TRIOGALLOYLGLUCOSE","","","","DUKE","10-DEC-97",""
"12-ACETYLSANDARACOPIMARIC-ACID","12ACETYLSANDARACOPIMARICACID","","","","DUKE","10-DEC-97",""
"12-ALPHA-HYDROXYDOLINEONE","12ALPHAHYDROXYDOLINEONE","","","","DUKE","10-DEC-97",""
"12-ALPHA-HYDROXYEROSENONE","12ALPHAHYDROXYEROSENONE","","","","DUKE","10-DEC-97",""
"12-ALPHA-HYDROXYMUNDUSERONE","12ALPHAHYDROXYMUNDUSERONE","","","","DUKE","10-DEC-97",""
"12-ALPHA-HYDROXYPACHYRRHIZONE","12ALPHAHYDROXYPACHYRRHIZONE","","","","DUKE","10-DEC-97",""
"12-ALPHA-HYDROXYROTENONE","12ALPHAHYDROXYROTENONE","","","","DUKE","10-DEC-97",""
"1,2-ANHYDRIDO-4,5-DIHYDO-NIVEUSIN-A","12ANHYDRIDO45DIHYDONIVEUSINA","","","","DUKE","10-DEC-97",""
"1,2-ANHYDRIDO-NIVEUSIN-A","12ANHYDRIDONIVEUSINA","","","","DUKE","10-DEC-97",""
"12AROMADENDRINE-EPOXIDE","12AROMADENDRINEEPOXIDE","","","","DUKE","10-DEC-97",""
"12-BETA-ACETOXYSANDARACOPIMARIC-ACID","12BETAACETOXYSANDARACOPIMARICACID","","","","DUKE","10-DEC-97",""
"1,2(BETA-PYRIDYL)PIPERIDINE-ANABASINE","12BETAPYRIDYLPIPERIDINEANABASINE","","","","DUKE","10-DEC-97",""
"1,2-DEHYDROASPIDOSPERMIDINE","12DEHYDROASPIDOSPERMIDINE","19751769","","","DUKE","10-DEC-97",""
"12-DEOXY-4BETA-HYDROXYPHORBOL-13-DODECANOATE-20-ACETATE","12DEOXY4BETAHYDROXYPHORBOL13DODECANOATE20ACETATE","","","","DUKE","10-DEC-97",""
"12-DEOXY-4BETA-HYDROXYPHORBOL-13-PHENYLACETATE-20-ACETATE","12DEOXY4BETAHYDROXYPHORBOL13PHENYLACETATE20ACETATE","","","","DUKE","10-DEC-97",""
"12-DEOXY-5-HYDROXYPHORBOL-6GAMMA,7ALPHA-OXIDE","12DEOXY5HYDROXYPHORBOL6GAMMA7ALPHAOXIDE","","","","DUKE","10-DEC-97",""
"12-DEOXYPHORBOL-13-PHENYLACETATE-16-O-ALPHA-METHYLETC.","12DEOXYPHORBOL13PHENYLACETATE16OALPHAMETHYLETC","","","","DUKE","10-DEC-97",""
"1,2-DIAPHENLYETHANE","12DIAPHENLYETHANE","","","","DUKE","10-DEC-97",""
"12-DICARBONIC-ACID","12DICARBONICACID","","","","DUKE","10-DEC-97",""
"1',2'-DIHYDRO-1',2'-EPOXY-BETA-IONONE","12DIHYDRO12EPOXYBETAIONONE","","","","DUKE","10-DEC-97",""
"1',2'-DIHYDROXY-1',2'-THREO-BETA-IONONE","12DIHYDROXY12THREOBETAIONONE","","","","DUKE","10-DEC-97",""
"1,2-DIHYDROXY-4-GLUCOSYLNAPTHALENE","12DIHYDROXY4GLUCOSYLNAPTHALENE","","","","DUKE","10-DEC-97",""
"1,2-DIMERCAPTOCYCLOPENTANE","12DIMERCAPTOCYCLOPENTANE","","","","DUKE","10-DEC-97",""
"1,2-DIMETHOXY-4-ALLYL-BENZENE","12DIMETHOXY4ALLYLBENZENE","","","","DUKE","10-DEC-97",""
"1,2-DIMETHOXY-BENZENE","12DIMETHOXYBENZENE","91167","","","DUKE","10-DEC-97",""
"1,2-DIMETHYL-4-ETHYL-BENZENE","12DIMETHYL4ETHYLBENZENE","","","","DUKE","10-DEC-97",""
"1,2-DIPHENYLETHANE","12DIPHENYLETHANE","103297","","","DUKE","10-DEC-97",""
"1,2-DISEHYDRONORCOCLAURINE","12DISEHYDRONORCOCLAURINE","","","","DUKE","10-DEC-97",""
"1,2-EPI-THIOHUMULENE","12EPITHIOHUMULENE","","","","DUKE","10-DEC-97",""
"1,2-EPITHIOPROPANE","12EPITHIOPROPANE","","","","DUKE","10-DEC-97",""
"1',2'-EPOXY-1',2'-DIHYDRO-BETA-EPSILON-PSEUDOCAROTENE","12EPOXY12DIHYDROBETAEPSILONPSEUDOCAROTENE","","","","DUKE","10-DEC-97",""
"1',2'-EPOXY-1',2'-DIHYDRO-BETA-PSI-CAROTENE","12EPOXY12DIHYDROBETAPSICAROTENE","","","","DUKE","10-DEC-97",""
"1,2-EPOXY-1,2-DIHYDRO-PSI,PSI-CAROTENE","12EPOXY12DIHYDROPSIPSICAROTENE","","","","DUKE","10-DEC-97",""
"1,2-EPOXY-(1S,2S,3R,4S)-MENTHOL-ACETATE","12EPOXY1S2S3R4SMENTHOLACETATE","","","","DUKE","10-DEC-97",""
"1,2-EPOXY-NEOMENTHOL-ACETATE","12EPOXYNEOMENTHOLACETATE","","","","DUKE","10-DEC-97",""
"1,2-EPOXYNEOMENTHYL-ACETATE","12EPOXYNEOMENTHYLACETATE","","","","DUKE","10-DEC-97",""
"1-(2-FURYL)-PROPAN-2-ONE","12FURYLPROPAN2ONE","","","","DUKE","10-DEC-97",""
"12-GINGEROL","12GINGEROL","","","","DUKE","10-DEC-97",""
"12-HOPENE","12HOPENE","","","","DUKE","10-DEC-97",""
"12-HYDROXY-13-EPIMANOYLOSIDE","12HYDROXY13EPIMANOYLOSIDE","","","","DUKE","10-DEC-97",""
"12-HYDROXYCIMIGENOL","12HYDROXYCIMIGENOL","","","","DUKE","10-DEC-97",""
"12-HYDROXYCIMIGENOL-XYLOSIDE","12HYDROXYCIMIGENOLXYLOSIDE","","","","DUKE","10-DEC-97",""
"12-HYDROXYDAPHNETOXIN","12HYDROXYDAPHNETOXIN","","","","DUKE","10-DEC-97",""
"1-(2'-HYDROXYETHYL)-4-METHOXY-BETA-CARBOLINE","12HYDROXYETHYL4METHOXYBETACARBOLINE","","","","DUKE","10-DEC-97",""
"12-METHOXYDIHYDROCOSTULONIDE","12METHOXYDIHYDROCOSTULONIDE","","","","DUKE","10-DEC-97",""
"12-METHOXY-DIHYDROCOSTUNOLIDE","12METHOXYDIHYDROCOSTUNOLIDE","","","","DUKE","10-DEC-97",""
"1-(2'-METHOXYPHENYL0-2,4-HEXADIYNE","12METHOXYPHENYL24HEXADIYNE","","","","DUKE","10-DEC-97",""
"12-METHYL-4-TRIDECANONE","12METHYL4TRIDECANONE","","","","DUKE","10-DEC-97",""
"12-METHYL-OMEGA-TRIDECANOLIDE","12METHYLOMEGATRIDECANOLIDE","","","","DUKE","10-DEC-97",""
"12-METHYL-TRIDECANONE","12METHYLTRIDECANONE","","","","DUKE","10-DEC-97",""
"1,2-NAPTHAQUINONE","12NAPTHAQUINONE","","","","DUKE","10-DEC-97",""
"12-NORAMBREINOLIDE","12NORAMBREINOLIDE","","","","DUKE","10-DEC-97",""
"12N-TRICOSANE","12NTRICOSANE","","","","DUKE","10-DEC-97",""
"12-O-(2Z)(4E)-OCTADIENOYL-4-DEOXYPHORBOL-13-ACETATE","12O2Z4EOCTADIENOYL4DEOXYPHORBOL13ACETATE","","","","DUKE","10-DEC-97",""
"12-O-ACETYL-DAURICINE","12OACETYLDAURICINE","","","","DUKE","10-DEC-97",""
"12-O-PALMITOYL-13-O-ACETYL-16-HYDROXYPHORBOL","12OPALMITOYL13OACETYL16HYDROXYPHORBOL","","","","DUKE","10-DEC-97",""
"12-O-PALMITOYL-16-HYDROXYPHORBOL-13-ACETATE","12OPALMITOYL16HYDROXYPHORBOL13ACETATE","","","","DUKE","10-DEC-97",""
"12-O-PALMITOYL-4,16-DIHYDROXYPHORBOL-13-ACETATE","12OPALMITOYL416DIHYDROXYPHORBOL13ACETATE","","","","DUKE","10-DEC-97",""
"12-O-PALMITOYL-4-DEOXY-16-HYDROXYLUMIPHORBOL-13-ACETATE","12OPALMITOYL4DEOXY16HYDROXYLUMIPHORBOL13ACETATE","","","","DUKE","10-DEC-97",""
"12-O-PALMITOYL-4-DEOXY-16-HYDROXYPHORBOL-13-ACETATE","12OPALMITOYL4DEOXY16HYDROXYPHORBOL13ACETATE","","","","DUKE","10-DEC-97",""
"1,2-(PROP-2-ENYL)-DISULFANE","12PROP2ENYLDISULFANE","","","","DUKE","10-DEC-97",""
"12(S),13(S)-EPOXY-11(R)-HYDROXY-OCTADECA-CIS-9,CIS15-DIEN-1-OIC-ACID","12S13SEPOXY11RHYDROXYOCTADECACIS9CIS15DIEN1OICACID","","","","DUKE","10-DEC-97",""
"12(S),13(S)-EPOXY-11(S)-HYDROXY-OCTADECA-CIS-9,CIS15-DIEN-1-OIC-ACID","12S13SEPOXY11SHYDROXYOCTADECACIS9CIS15DIEN1OICACID","","","","DUKE","10-DEC-97",""
"12-TRIDECANOLIDE","12TRIDECANOLIDE","","","","DUKE","10-DEC-97",""
"12-URSENE-3,6,21-TRIOL","12URSENE3621TRIOL","","","","DUKE","10-DEC-97",""
"1,3,1,1-TRIDECATRIENE","1311TRIDECATRIENE","","","","DUKE","10-DEC-97",""
"13,14-EPOXY-IMBRICATOLIC-ACID","1314EPOXYIMBRICATOLICACID","","","","DUKE","10-DEC-97",""
"13,18-DEHYDROGLAUCARUBINE","1318DEHYDROGLAUCARUBINE","","","","DUKE","10-DEC-97",""
"13,18-DEHYDROGLAUCARUBINONE","1318DEHYDROGLAUCARUBINONE","","","","DUKE","10-DEC-97",""
"1,3,20-TRIHYDROXY-5,24-WITHADIENOLIDE","1320TRIHYDROXY524WITHADIENOLIDE","","","","DUKE","10-DEC-97",""
"1,3,3-TRIMETHYLBICYCLO{2.2.1}-HEPTAN-2-OL","133TRIMETHYLBICYCLO221HEPTAN2OL","512130","","","DUKE","10-DEC-97",""
"1,3,3,-TRIMETHYL-DIOXA-2,7-BICYCLO(2,2,1)HEPTANE","133TRIMETHYLDIOXA27BICYCLO221HEPTANE","","","","DUKE","10-DEC-97",""
"1-3-(4,5-DIHYDRO-FURANONE)-5-(HYDROXY-METHYL)-PYRROLE-2-CARBOXYALDEHYDE","1345DIHYDROFURANONE5HYDROXYMETHYLPYRROLE2CARBOXYALDEHYDE","","","","DUKE","10-DEC-97",""
"1,3,4,5-TETRACAFFEOYLQUINIC-ACID","1345TETRACAFFEOYLQUINICACID","","","","DUKE","10-DEC-97",""
"1-(3,4,5-TRIMETHOXYPHENYL)-2-(4-ALLYL-2,6-DIME...PROPAN-1-OL","1345TRIMETHOXYPHENYL24ALLYL26DIMEPROPAN1OL","","","","DUKE","10-DEC-97",""
"1-(3,4,5-TRIMETHOXYPHENYL)-2-(4-ALLYL-2,6-DIMETHOX...PROPANE","1345TRIMETHOXYPHENYL24ALLYL26DIMETHOXPROPANE","","","","DUKE","10-DEC-97",""
"1,3,4,6-TETRA-O-GALLOYL-BETA-D-GLUCOSE","1346TETRAOGALLOYLBETADGLUCOSE","","","","DUKE","10-DEC-97",""
"1-(3,4-METHYLENEDIOXYPHENYL)-2-(4-ALLYL-2,...PROPYL-ACETATE","134METHYLENEDIOXYPHENYL24ALLYL2PROPYLACETATE","","","","DUKE","10-DEC-97",""
"1-(3,4-METHYLENEDIOXYPHENYL)-2-(4-ALLYL-2,...PROPYL-BENZOATE","134METHYLENEDIOXYPHENYL24ALLYL2PROPYLBENZOATE","","","","DUKE","10-DEC-97",""
"1,3,4-PENTANE-TRICARBOXYLIC-ACID-TRIMETHYL-ESTER","134PENTANETRICARBOXYLICACIDTRIMETHYLESTER","","","","DUKE","10-DEC-97",""
"1,3,4-TRIHYDROXY-BENZENE","134TRIHYDROXYBENZENE","","","","DUKE","10-DEC-97",""
"1,3,4-TRI-O-GALLOYLQUINIC-ACID","134TRIOGALLOYLQUINICACID","","","","DUKE","10-DEC-97",""
"1,3,5-TRIHYDROXY-BENZENE","135TRIHYDROXYBENZENE","","","","DUKE","10-DEC-97",""
"1,3,6-TRIGALLOYLGLUCOSE","136TRIGALLOYLGLUCOSE","","","","DUKE","10-DEC-97",""
"1,3,7,8-TETRAHYDROXYXANTHONE","1378TETRAHYDROXYXANTHONE","","","","DUKE","10-DEC-97",""
"1,3,7-TRIMETHOXYXANTHONE","137TRIMETHOXYXANTHONE","","","","DUKE","10-DEC-97",""
"1,3,7-TRIMETHYLXANTHINE","137TRIMETHYLXANTHINE","","","","DUKE","10-DEC-97",""
"1,3,8-P-MENTHATRIENE","138PMENTHATRIENE","","","","DUKE","10-DEC-97",""
"1,3,8-TRIHYDROXY-2-METHYL-ANTHRAQUINONE","138TRIHYDROXY2METHYLANTHRAQUINONE","10169809","","","DUKE","10-DEC-97",""
"13-ACETYL-16-HYDROXYPHORBOL","13ACETYL16HYDROXYPHORBOL","","","","DUKE","10-DEC-97",""
"1-(3-AMINO-PROPYL)-PYROLLINIUM","13AMINOPROPYLPYROLLINIUM","","","","DUKE","10-DEC-97",""
"1,3-AMINO-PROPYL-PYRROLINIUM","13AMINOPROPYLPYRROLINIUM","","","","DUKE","10-DEC-97",""
"1,3-DIACETYL-BENZENE","13DIACETYLBENZENE","6781426","","","DUKE","10-DEC-97",""
"1,3-DIAMINO-PROPANE","13DIAMINOPROPANE","","","","DUKE","10-DEC-97",""
"1,3-DIFERULOYL-GLYCEROL","13DIFERULOYLGLYCEROL","","","","DUKE","10-DEC-97",""
"1,3-DIHYDROXY-2-METHOXYMETHYLANTHRAQUINONE","13DIHYDROXY2METHOXYMETHYLANTHRAQUINONE","","","","DUKE","10-DEC-97",""
"1,3-DIMETHOXY-2-CARBOXYANTHRAQUINONE","13DIMETHOXY2CARBOXYANTHRAQUINONE","","","","DUKE","10-DEC-97",""
"1,3-DIMETHYL-4-ETHYL-BENZENE","13DIMETHYL4ETHYLBENZENE","","","","DUKE","10-DEC-97",""
"1,3-DIMETHYL-ACRYLIC-ACID","13DIMETHYLACRYLICACID","","","","DUKE","10-DEC-97",""
"1,3-DIMETHYL-CYCLOHEXANONE","13DIMETHYLCYCLOHEXANONE","","","","DUKE","10-DEC-97",""
"1,3-DI-O-CAFFEOYLQUINIC-ACID","13DIOCAFFEOYLQUINICACID","","","","DUKE","10-DEC-97",""
"1,3-DIPHENYLUREA?","13DIPHENYLUREA","","","","DUKE","10-DEC-97",""
"1,3-DITHIANE","13DITHIANE","","","","DUKE","10-DEC-97",""
"(13E)-ACETOXY-13-LABDEN-8-OL","13EACETOXY13LABDEN8OL","","","","DUKE","10-DEC-97",""
"13-EICOSENOIC-ACID","13EICOSENOICACID","","","","DUKE","10-DEC-97",""
"1,3-GLUCAN","13GLUCAN","","","","DUKE","10-DEC-97",""
"13-HYDROPEROXY-CIS-9,TRANS-11-OCTADECADIENOIC-ACID","13HYDROPEROXYCIS9TRANS11OCTADECADIENOICACID","","","","DUKE","10-DEC-97",""
"13-HYDROPEROXY-TRANS-9,TRANS-11-OCTADECADIENOIC-ACID","13HYDROPEROXYTRANS9TRANS11OCTADECADIENOICACID","","","","DUKE","10-DEC-97",""
"13-HYDROXYLUPANINE","13HYDROXYLUPANINE","","","","DUKE","10-DEC-97",""
"13-HYDROXYMULTIFLORONE","13HYDROXYMULTIFLORONE","","","","DUKE","10-DEC-97",""
"13-HYDROXYOCTADECA-(9Z,11E,15Z)-TRIENOIC-ACID","13HYDROXYOCTADECA9Z11E15ZTRIENOICACID","","","","DUKE","10-DEC-97",""
"13-HYDROXYSPARTEINE","13HYDROXYSPARTEINE","","","","DUKE","10-DEC-97",""
"13-KETO-8(14)-PODOCARPEN-18-OIC-ACID","13KETO814PODOCARPEN18OICACID","","","","DUKE","10-DEC-97",""
"1-(3-METHYL-2-FURYL)PROPANE","13METHYL2FURYLPROPANE","","","","DUKE","10-DEC-97",""
"13-METHYLMYRISTIC-ACID","13METHYLMYRISTICACID","","","","DUKE","10-DEC-97",""
"13-NONACOSANOL","13NONACOSANOL","","","","DUKE","10-DEC-97",""
"13-OXYINGENOL-ESTER","13OXYINGENOLESTER","","","","DUKE","10-DEC-97",""
"13-OXYMULTIFLORINE","13OXYMULTIFLORINE","","","","DUKE","10-DEC-97",""
"1,3-PENTADIENE","13PENTADIENE","","","","DUKE","10-DEC-97",""
"13-TETRADECANOLIDE","13TETRADECANOLIDE","","","","DUKE","10-DEC-97",""
"13-TRANS-CINNAMOYLOXYLUPANINE","13TRANSCINNAMOYLOXYLUPANINE","","","","DUKE","10-DEC-97",""
"14,15-BETA-EPOXYPRIEURIANINE","1415BETAEPOXYPRIEURIANINE","","","","DUKE","10-DEC-97",""
"14,15-DIHYDROJODRELLIN-T","1415DIHYDROJODRELLINT","","","","DUKE","10-DEC-97",""
"14,15-DIHYDROXY-LABDA-8(17),13(16)-DIEN-19-ACID","1415DIHYDROXYLABDA8171316DIEN19ACID","","","","DUKE","10-DEC-97",""
"14,15-EPOXYGERANYLGERANATE","1415EPOXYGERANYLGERANATE","","","","DUKE","10-DEC-97",""
"14,15-EPOXYGERANYLGERANIC-ACID","1415EPOXYGERANYLGERANICACID","","","","DUKE","10-DEC-97",""
"14,15-EPOXYGERANYLGERANIOL","1415EPOXYGERANYLGERANIOL","","","","DUKE","10-DEC-97",""
"14,15-EPOXYGERANYL-METHYL-ETHER","1415EPOXYGERANYLMETHYLETHER","","","","DUKE","10-DEC-97",""
"14,19-DIHYDROASPERMATIDINE","1419DIHYDROASPERMATIDINE","","","","DUKE","10-DEC-97",""
"14,20R,27-TRIHYDROXY-1-OXO-3,5,24-WITHATRIENOLIDE","1420R27TRIHYDROXY1OXO3524WITHATRIENOLIDE","","","","DUKE","10-DEC-97",""
"1-(4',4'-DIMETHYLHEXEN-5'-YL)-3,4-METHYLENEDIOXYBENZOL","144DIMETHYLHEXEN5YL34METHYLENEDIOXYBENZOL","","","","DUKE","10-DEC-97",""
"1,4,5-TRIOXY-NAPHTHALINE-5-BETA-D-GLUCOSIDE","145TRIOXYNAPHTHALINE5BETADGLUCOSIDE","","","","DUKE","10-DEC-97",""
"1,4,6-TRI-O-GALLOYL-GLUCOSE","146TRIOGALLOYLGLUCOSE","","","","DUKE","10-DEC-97",""
"14ALPHA-DIGIPRONIN","14ALPHADIGIPRONIN","","","","DUKE","10-DEC-97",""
"1,4-BENZOQUINONE","14BENZOQUINONE","","","","DUKE","10-DEC-97",""
"14BETA-HYDROXYCODEINE","14BETAHYDROXYCODEINE","","","","DUKE","10-DEC-97",""
"14BETA-HYDROXYCODEINONE","14BETAHYDROXYCODEINONE","","","","DUKE","10-DEC-97",""
"1,4-CINEOLE","14CINEOLE","","","","DUKE","10-DEC-97",""
"14-DEOXY-11-DEHYDROANDROGRAPHOLIDE","14DEOXY11DEHYDROANDROGRAPHOLIDE","","","","DUKE","10-DEC-97",""
"14-DEOXY-11-OXOANDROGRAPHOLIDE","14DEOXY11OXOANDROGRAPHOLIDE","","","","DUKE","10-DEC-97",""
"1,4-DIACETYL-BENZENE","14DIACETYLBENZENE","","","","DUKE","10-DEC-97",""
"1,4-DICAFFEOYLQUINIC-ACID","14DICAFFEOYLQUINICACID","","","","DUKE","10-DEC-97",""
"1,4-DIHYDROXY-2-CARBOETHOXYANTHRAQUINONE","14DIHYDROXY2CARBOETHOXYANTHRAQUINONE","","","","DUKE","10-DEC-97",""
"1,4-DIHYDROXY-2-METHYL-5-METHOXYANTHRAQUINONE","14DIHYDROXY2METHYL5METHOXYANTHRAQUINONE","","","","DUKE","10-DEC-97",""
"1,4-DIHYDROXY-2-METHYLANTHRAQUINONE","14DIHYDROXY2METHYLANTHRAQUINONE","","","","DUKE","10-DEC-97",""
"1,4-DIMETHOXY-BENZENE","14DIMETHOXYBENZENE","","","","DUKE","10-DEC-97",""
"1,4-DIMETHYL,1,2,3,3A,4,5,6,7-OCTAHYDROAZULENE","14DIMETHYL1233A4567OCTAHYDROAZULENE","","","","DUKE","10-DEC-97",""
"1,4-DIMETHYL-2,5-DIISOPROPYLBENZENE","14DIMETHYL25DIISOPROPYLBENZENE","","","","DUKE","10-DEC-97",""
"1,4-DIMETHYL-CYCLOHEX-3-ENYL-METHYL-KETONE","14DIMETHYLCYCLOHEX3ENYLMETHYLKETONE","","","","DUKE","10-DEC-97",""
"1,4-DIMETHYLNAPTHALENE","14DIMETHYLNAPTHALENE","","","","DUKE","10-DEC-97",""
"14-EPIVINCAMINE","14EPIVINCAMINE","","","","DUKE","10-DEC-97",""
"14-GINGEROL","14GINGEROL","","","","DUKE","10-DEC-97",""
"14-HENTRIACONTANOL","14HENTRIACONTANOL","","","","DUKE","10-DEC-97",""
"14-HYDROXY-25-DESOXYROLLINICIN","14HYDROXY25DESOXYROLLINICIN","","","","DUKE","10-DEC-97",""
"1-(4-HYDROXY-3-METHOXYPHENYL)-2-(4-ALLYL-2,6DI...PROPAN-1-OL","14HYDROXY3METHOXYPHENYL24ALLYL26DIPROPAN1OL","","","","DUKE","10-DEC-97",""
"1-(4-HYDROXY-3-METHOXYPHENYL)-3,5-DIACETOXYOCTANE","14HYDROXY3METHOXYPHENYL35DIACETOXYOCTANE","","","","DUKE","10-DEC-97",""
"1-(4-HYDROXY-3-METHOXYPHENYL)-3,5-OCTANEDIOL","14HYDROXY3METHOXYPHENYL35OCTANEDIOL","","","","DUKE","10-DEC-97",""
"14-HYDROXYGERANYLGERANYL-15-ACETATE","14HYDROXYGERANYLGERANYL15ACETATE","","","","DUKE","10-DEC-97",""
"14-HYDROXYWITHANOLIDE-D","14HYDROXYWITHANOLIDED","","","","DUKE","10-DEC-97",""
"14-METHYL-4-PENTADECANONE","14METHYL4PENTADECANONE","","","","DUKE","10-DEC-97",""
"1,4-NAPHTHAQUINONE","14NAPHTHAQUINONE","","","","DUKE","10-DEC-97",""
"1,4-NAPTHAQUINONE","14NAPTHAQUINONE","","","","DUKE","10-DEC-97",""
"14-O-ACETYLTALATIZAMINE","14OACETYLTALATIZAMINE","","","","DUKE","10-DEC-97",""
"14-PENTADECANOLIDE","14PENTADECANOLIDE","","","","DUKE","10-DEC-97",""
"14-TARAXEREN-3BETA-OL","14TARAXEREN3BETAOL","","","","DUKE","10-DEC-97",""
"1,4-TERPINENOL","14TERPINENOL","","","","DUKE","10-DEC-97",""
"15,16-DIHYDROCORONARIC-ACID","1516DIHYDROCORONARICACID","","","","DUKE","10-DEC-97",""
"15,19-DIHYDROXYLABDA-8(9)-13(14)E-DIEN-17-AL-6ALPHA-O-ALPHA-L-ARABINOPYRANOSIDE","1519DIHYDROXYLABDA891314EDIEN17AL6ALPHAOALPHALARABINOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"1,5,5-TRIMETHYLCYCLOHEXANONE","155TRIMETHYLCYCLOHEXANONE","","","","DUKE","10-DEC-97",""
"1(5),6-GUAIADIENE","156GUAIADIENE","","","","DUKE","10-DEC-97",""
"1-(5-ACETOXY-3,4-DIMETHOXYPHENYL)-2-(4-ALLY...PROPYL-ACETATE","15ACETOXY34DIMETHOXYPHENYL24ALLYPROPYLACETATE","","","","DUKE","10-DEC-97",""
"15-ACETOXYRUDMOLLIN","15ACETOXYRUDMOLLIN","","","","DUKE","10-DEC-97",""
"15ALPHA-HYDROXYSOLADULCIDINE","15ALPHAHYDROXYSOLADULCIDINE","","","","DUKE","10-DEC-97",""
"15ALPHA-HYDROXYSOLASODINE","15ALPHAHYDROXYSOLASODINE","","","","DUKE","10-DEC-97",""
"15ALPHA-HYDROXYTOMATADENOL","15ALPHAHYDROXYTOMATADENOL","","","","DUKE","10-DEC-97",""
"15ALPHA-HYDROXYTOMATADIDINE","15ALPHAHYDROXYTOMATADIDINE","","","","DUKE","10-DEC-97",""
"15-ANGELOYLOXYKAUR-16-EN-19-OIC-ACID-METHYL-ESTER","15ANGELOYLOXYKAUR16EN19OICACIDMETHYLESTER","","","","DUKE","10-DEC-97",""
"1,5-ANHYDRO-D-SORBITOL","15ANHYDRODSORBITOL","","","","DUKE","10-DEC-97",""
"1,5-ANHYDRO-(O-ALPHA-D-GALACTOPYRANOSYL-{1-2}-O-ALPHA-D-GALACTOPYRANOSYL-{1-2})","15ANHYDROOALPHADGALACTOPYRANOSYL12OALPHADGALACTOPYRANOSYL12","","","","DUKE","10-DEC-97",""
"15-BETA-HEPTYLCHAPARRINONE","15BETAHEPTYLCHAPARRINONE","","","","DUKE","10-DEC-97",""
"15-BETA-HYDROXY-TRACHYLOBAN-19-OIC-ACID-METHYL-ESTER","15BETAHYDROXYTRACHYLOBAN19OICACIDMETHYLESTER","","","","DUKE","10-DEC-97",""
"1,5-CINEOLE","15CINEOLE","","","","DUKE","10-DEC-97",""
"15-CIS-VIOLAXANTHIN","15CISVIOLAXANTHIN","","","","DUKE","10-DEC-97",""
"1,5-DIDEOXY-1,5-IMINO-D-MANNITOL","15DIDEOXY15IMINODMANNITOL","","","","DUKE","10-DEC-97",""
"1,5-DIHYDROXY-2-METHYLANTHRAQUINONE","15DIHYDROXY2METHYLANTHRAQUINONE","","","","DUKE","10-DEC-97",""
"1,5-DIHYDROXY-8-METHOXY-2-METHYLANTHRAQUINONE-3-O-ALPHA-L...","15DIHYDROXY8METHOXY2METHYLANTHRAQUINONE3OALPHAL","","","","DUKE","10-DEC-97",""
"1,5-DIHYDROXY-8-METHOXY-2-METHYL-ANTHRAQUINONE...GLUCOPYRANOSIDE","15DIHYDROXY8METHOXY2METHYLANTHRAQUINONEGLUCOPYRANOSIDE","","","","DUKE","10-DEC-97",""
"1,5-DI-O-CAFFEOYLQUINIC-ACID","15DIOCAFFEOYLQUINICACID","","","","DUKE","10-DEC-97",""
"15-DOCOSENOIC-ACID","15DOCOSENOICACID","","","","DUKE","10-DEC-97",""
"15-HENTRIACONTANOL","15HENTRIACONTANOL","","","","DUKE","10-DEC-97",""
"15-HEPTYLCHAPARRINONE","15HEPTYLCHAPARRINONE","","","","DUKE","10-DEC-97",""
"15-HEXADECANOLIDE","15HEXADECANOLIDE","","","","DUKE","10-DEC-97",""
"15-HYDROXY-3-DEHYDRO-DEOXY-FRUTICIN","15HYDROXY3DEHYDRODEOXYFRUTICIN","","","","DUKE","10-DEC-97",""
"15-HYDROXY-3-DEHYDRODESOXY-FRUITICIN","15HYDROXY3DEHYDRODESOXYFRUITICIN","","","","DUKE","10-DEC-97",""
"15-HYDROXY-7-LABDEN-6-ONE","15HYDROXY7LABDEN6ONE","","","","DUKE","10-DEC-97",""
"15-HYDROXYAILANTHONE","15HYDROXYAILANTHONE","","","","DUKE","10-DEC-97",""
"15-HYDROXY-DEOXY-3-DEHYDRO-FRUTICIN","15HYDROXYDEOXY3DEHYDROFRUTICIN","","","","DUKE","10-DEC-97",""
"15-HYDROXY-PENTADECANOIC","15HYDROXYPENTADECANOIC","","","","DUKE","10-DEC-97",""
"15-HYDROXYPENTADECANOIC-ACID","15HYDROXYPENTADECANOICACID","","","","DUKE","10-DEC-97",""
"15-METHYL-15,1-CYCLOPENTADECANOLIDE","15METHYL151CYCLOPENTADECANOLIDE","","","","DUKE","10-DEC-97",""
"15-NONACOSANOL","15NONACOSANOL","","","","DUKE","10-DEC-97",""
"15-NONACOSANONE","15NONACOSANONE","","","","DUKE","10-DEC-97",""
"15-NOR-8ALPHA-HYDROXY-12E-LABDEN-14-OL","15NOR8ALPHAHYDROXY12ELABDEN14OL","","","","DUKE","10-DEC-97",""
"15-NOR-8-LABDANOL","15NOR8LABDANOL","","","","DUKE","10-DEC-97",""
"15-O-BENZOYLBRUCEIN-D","15OBENZOYLBRUCEIND","","","","DUKE","10-DEC-97",""
"15-O-BETA-D-GLUCOPYRANOSYLGLAUCARUBOL","15OBETADGLUCOPYRANOSYLGLAUCARUBOL","","","","DUKE","10-DEC-97",""
"15-O-BETA-D-GLUCOPYRANOSYLGLAUCARUBOLONE","15OBETADGLUCOPYRANOSYLGLAUCARUBOLONE","","","","DUKE","10-DEC-97",""
