LOCNUM,SOURCE,REPTRYLD,WEEDED,CULVATED,NUM,PLCO,LOCNO,VARYD,ANAVPRCP,BIOTEMP,SOIL,PH,RH,IRRIG,MINTEMP,MAXTEMP,GROWSEAS,YIELDLO,YIELDHI,PARTHARV,NFERT,PFERT,KFERT,PESTCIDE,HERBCIDE,SEEDLVL,MANURE,INTCROP,FUNGCIDE,RATOON,YRSOBS,AMTFERT,FERTRIAL,FROSTCO,ABSMINT,ABSMAXT,OTHFERT,YRW1,YRW2,YRSYLD,Y1YLD,Y2YLD,CONTYLD,CONTWEA,YMATCHW,VERIFIED,EXPTYPE,NTYPE,PTYPE,KTYPE,WEEDNUM,CULTNUM,WSS,TEMPORARY
"18426","XXX","","","","883","38308001","0271","AE","688","9.9","","6.5","","R","6.1","13.7","","4000","6000","SD","100","95","180","","","","","","","","16","","","","","","","1953","1968","","","","","Y","","V","","N","P0","K0","","","1",""
"18426","XXX","","","","884","38308001","0271","AF","688","9.9","","6.5","","R","6.1","13.7","","3000","5000","SD","80","95","180","","","","","","","","16","","","","","","","1953","1968","","","","","Y","","V","","N","P0","K0","","","1",""
"18426","XXX","","","","879","38002001","0271","","688","9.9","","6.5","","R","6.1","13.7","","75000","110000","PX","140","120","180","","","","","","","","16","","","","","","","1953","1968","","","","","Y","","V","","N","P0","K0","","","1",""
"18426","XXX","","","","880","38002001","0271","","688","9.9","","6.5","","R","6.1","13.7","","40000","60000","PX","110","140","190","","","","","","","","16","","","","","","","1953","1968","","","","","Y","","V","","N","P0","K0","","","1",""
"18426","XXX","","","","881","38002001","0271","","688","9.9","","6.5","","R","6.1","13.7","","25000","50000","PX","140","120","180","","","","","","","","16","","","","","","","1953","1968","","","","","Y","","V","","N","P0","K0","","","1",""
"18468","XXX","","","","1200","283430002","0314","","1287","18","","5.6","73","R","13","24","","700","2400","SD","","","","","","","","","","","30","","","7","","","X","","","","","","","","","V","","","","","","","1",""
"18468","XXX","","","","1199","38355002","0314","","1287","18","","5.6","73","R","13","24","","1200","2500","SD","","","","","","","","","","","30","","","7","","","X","","","","","","","","","V","","","","","","","1",""
"18468","XXX","","","","1198","38308001","0314","","1287","18","","5.6","73","R","13","24","","800","1200","SD","","","","","","","","","","","30","","","7","","","X","","","","","","","","","V","","","","","","","1",""
"18468","XXX","","","","1197","38002001","0314","","1287","18","","5.6","73","R","13","24","","800","1500","SD","","","","","","","","","","","30","","","7","","","X","","","","","","","","","V","","","","","","","1",""
"18548","XXX","","","","1429","38358002","0394","","1495","21.4","","4.5","","R","","","","100","1650","PX","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1430","38358002","0394","","1495","21.4","","4.5","","R","","","","100","8000","PX","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1431","283368003","0394","","1495","21.4","","4.5","","R","","","","106","360","PX","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1424","38002001","0394","","1495","21.4","","4.5","","R","","","","5595","7011","PX","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1425","38002001","0394","","1495","21.4","","4.5","","R","","","","2843","4661","PX","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1426","38002001","0394","","1495","21.4","","4.5","","R","","","","3246","6310","SD","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1427","38002001","0394","","1495","21.4","","4.5","","R","","","","3757","4638","SD","","","","","","","","","","","","","","","","","","1972","1972","","","","","Y","","V","","","","","","","1",""
"18548","XXX","","","","1428","38002001","0394","","1495","21.4","","4.5","","R","","","","900","3600","SD","","","","","","","","","","","","","","","","","E","1972","1972","","","","","Y","","V","","","","","","","1",""
"18488","XXX","27500","","","1373","57012001","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1378","283369001","0334","","1366","20.6","","5","73","R","15.5","27.3","","1500","2000","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1387","426001001","0334","","1366","20.6","","5","73","R","15.5","27.3","","37500","75000","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1382","302115008","0334","","1366","20.6","","5","73","R","15.5","27.3","","24000","32000","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1391","562262001","0334","","1366","20.6","","5","73","R","15.5","27.3","","300","30000","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","21000","","","1375","126054001","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","1600","","","1380","283430002","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1386","375041005","0334","","1366","20.6","","5","73","R","15.5","27.3","","1240","1860","SC","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1392","580471001","0334","","1366","20.6","","5","73","R","15.5","27.3","","1200","1500","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1388","520036002","0334","","1366","20.6","","5","73","R","15.5","27.3","","15000","25000","TU","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1390","540084001","0334","","1366","20.6","","5","73","R","15.5","27.3","","50000","100000","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","13500","","","1377","274098000","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1384","338003001","0334","","1366","20.6","","5","73","R","15.5","27.3","","2500","10000","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1383","328159002","0334","","1366","20.6","","5","73","R","15.5","27.3","","10000","30000","TU","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","40000","","","1374","92001000","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1371","38093002","0334","","1366","20.6","","5","73","R","15.5","27.3","","1000","2000","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","25000","","","1376","218002001","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1381","283467005","0334","","1366","20.6","","5","73","R","15.5","27.3","","800","1500","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1379","283421001","0334","","1366","20.6","","5","73","R","15.5","27.3","","500","1000","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","190000","","","1370","38011001","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","PX","","","","","","","","","","3","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1389","540031016","0334","","1366","20.6","","5","73","R","15.5","27.3","","8000","14000","TU","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1372","38308001","0334","","1366","20.6","","5","73","R","15.5","27.3","","800","2000","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","","","","1385","369001000","0334","","1366","20.6","","5","73","R","15.5","27.3","","15000","35000","FR","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18488","XXX","3000","","","1369","38002001","0334","","1366","20.6","","5","73","R","15.5","27.3","","","","SD","","","","","","","","","","","46","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1339","338004001","0330","","2280","24.4","","5","83","R","23.1","25.7","","500","1000","SD","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1333","206065004","0330","","2280","24.4","","5","83","R","23.1","25.7","","1814","54432","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1332","126039002","0330","","2280","24.4","","5","83","R","23.1","25.7","","907","1361","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1340","426001001","0330","","2280","24.4","","5","83","R","23.1","25.7","","18140","36290","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1336","302115008","0330","","2280","24.4","","5","83","R","23.1","25.7","","3629","54432","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1331","87003000","0330","","2280","24.4","","5","83","R","23.1","25.7","","9072","12700","RT","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1342","520036002","0330","","2280","24.4","","5","83","R","23.1","25.7","","54432","72580","RT","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1338","338003001","0330","","2280","24.4","","5","83","R","23.1","25.7","","6000","15000","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1337","328159002","0330","","2280","24.4","","5","83","R","23.1","25.7","","7258","10884","RT","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1334","218002001","0330","","2280","24.4","","5","83","R","23.1","25.7","","18144","37152","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1341","453007003","0330","","2280","24.4","","5","83","R","23.1","25.7","","1814","3629","FR","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18484","XXX","","","","1335","283471000","0330","","2280","24.4","","5","83","R","23.1","25.7","","800","1361","SD","","","","","","","","","","","5","","","","","","","","","","","","","","","V","","","","","","","1",""
"18445","XXX","","","","1078","283430002","0291","","1658","17.6","","4.8","75","R","12.8","23.5","","1000","4000","SD","15","100","40","","","","","","","","30","","","7","","","","1930","1960","","","","","Y","","V","","N","P","K","","","1",""
"18445","XXX","","","","1077","38310002","0291","","1658","17.6","","4.8","75","R","12.8","23.5","","500","2000","SD","30","100","40","","","","","","","","30","","","7","","","","1930","1960","","","","","Y","","V","","N","P","K","","","1",""
"18445","XXX","","","","1076","38308001","0291","","1658","17.6","","4.8","75","R","12.8","23.5","","500","3000","SD","30","100","40","","","","","","","","30","","","7","","","","1930","1960","","","","","Y","","V","","N","P","K","","","1",""
"18445","XXX","","","","1075","38002001","0291","","1658","17.6","","4.8","75","R","12.8","23.5","","1000","7000","SD","","","","","","","","","","","30","","","7","","","","1930","1960","","","","","Y","","V","","","","","","","1",""
"18229","XXX","","","","89","283369001","0071","","1322","19.3","","5","76","R","14.5","24.5","","1000","2000","SD","X","X","X","","","","","","","","30","","","5","","","","","","","","","","","","V","","NX","PX","KX","","","1",""
"18229","XXX","","","","77","38173004","0071","","1322","19.3","","5","76","R","14.5","24.5","","1000","3000","SD","X","X","X","","","","","","","","30","","","5","","","","","","","","","","","","V","","NX","PX","KX","","","1",""
