REFERENCE,LONGREF,NOTE,USERID,CREATED,MODIFIED
EB46:21,"Tucker, et al, EB46(1):21-24.1992",,DUKE,10-Dec-97,
EB47:401,KOZIOL & PEDERSEN. 1993. PHYTELEPHAS AEQUATORIALIS(ARECACEAE) IN HUMAN AND ANIMAL NUTRITION. ECON. BOT. 47:401-307.,,DUKE,10-Dec-97,
EB48:111,"Tunon, H., Thorsell, W., and Bohlin, L. 1993. Mosquito Repelling Activity of Compounds Occurring in Achillea millefolium L. (Asteraceae). Economic Botany 48(2): 111-120, 1994.",,DUKE,10-Dec-97,
EB48:60,"Alkire, B.H., Tucker, A.O., and Maciarello, M.J. 1994. Tipo (Minthostachys mollis (Lamiaceae): An Ecuadorian Mint. Econ. Bot. 48(1): 60-64.",EO=pers. comm. AOT,DUKE,10-Dec-97,
EEA,Entomologia Experimentalis et Applicata (Vol. 69=1993),,DUKE,10-Dec-97,
EEB,Envir. & Exp. Bot.,,DUKE,10-Dec-97,
EJP,Eur J Pharmacol,,DUKE,10-Dec-97,24-May-00
EJP251:91,"Huang, H-C., Wang, H-R., and Hsieh, L-M. 1993. Antiproliferative effect of baicalein, a flavonoid from a Chinese herb, on vascular smooth muscle cell. European J. of Pharmacology 251: 91-93, 1994.",,DUKE,10-Dec-97,
EMM,Environ Mol. Mutagen. (Vol. 18=1991),,DUKE,10-Dec-97,
EMM18:28,"Kauderer, B., Zamith, H., Paumgartten, F.J.R., and Speit, G. Evaluation of the Mutagenicity of B-Myrcene in Mammalian Cells In Vitro. Environmental and Molecular Mutagenesis 18: 28-34, 1991.",,DUKE,10-Dec-97,
EMP,Economic & Medicinal Plant Research,,DUKE,10-Dec-97,
EMP1:124,"Economic & Medicinal Plant Research, 1: 124.",,DUKE,10-Dec-97,
EMP1:53,"Economic & Medicinal Plant Research, 1: 53.",,DUKE,10-Dec-97,
EMP5:194,"Economic & Medicinal Plant Research, 5: 194.",,DUKE,10-Dec-97,
EMP5:195,"Economic & Medicinal Plant Research, 5: 195.",,DUKE,10-Dec-97,
EMP5:197,"Economic & Medicinal Plant Research, 5: 197.",,DUKE,10-Dec-97,
EMP5:198,"Economic & Medicinal Plant Research, 5: 198.",,DUKE,10-Dec-97,
EMP5:199,"Economic & Medicinal Plant Research, 5: 199.",,DUKE,10-Dec-97,
EMP5:204,"Economic & Medicinal Plant Research, 5: 204.",,DUKE,10-Dec-97,
EMP5:207,"Economic & Medicinal Plant Research, 5: 207.",,DUKE,10-Dec-97,
EMP5:224,"Economic & Medicinal Plant Research, 5: 224.",,DUKE,10-Dec-97,
EMP5:225,"Economic & Medicinal Plant Research, 5: 225.",,DUKE,10-Dec-97,
EMP5:253,"Economic & Medicinal Plant Research, 5: 253.",,DUKE,10-Dec-97,
EMP5:333,"Economic & Medicinal Plant Research, 5: 333.",,DUKE,10-Dec-97,
EMP5:343,"Economic & Medicinal Plant Research, 5: 343.",,DUKE,10-Dec-97,
EMP5:363,"Economic & Medicinal Plant Research, 5: 363.",,DUKE,10-Dec-97,
EMP5:366,"Economic & Medicinal Plant Research, 5: 366.",,DUKE,10-Dec-97,
EMP6:157,"Economic & Medicinal Plant Research, 6: 157.",,DUKE,10-Dec-97,
EMP6:158,"Economic & Medicinal Plant Research, 6: 158.",,DUKE,10-Dec-97,
EMP6:162,"Economic & Medicinal Plant Research, 6: 162.",,DUKE,10-Dec-97,
EMP6:165,"Economic & Medicinal Plant Research, 6: 165",,DUKE,10-Dec-97,
EMP6:170,"Economic & Medicinal Plant Research, 6: 170.",,DUKE,10-Dec-97,
EMP6:189,"Economic & Medicinal Plant Research, 6: 189.",,DUKE,10-Dec-97,
EMP6:235,"Economic & Medicinal Plant Research, 6: 235.",,DUKE,10-Dec-97,
EXP,Experientia (Basel) Vol. 49=1993,,DUKE,10-Dec-97,
FAY,"Foster, S. and Yue, C-G. 1992. Herbal Emissaries-Bringing Chinese Herbs to the West. Healing Arts Press, Rochester VT. 356 pp.",,DUKE,10-Dec-97,
FCT,Food Chem Toxicol (29+1991),,DUKE,10-Dec-97,
FFJ,Flavour and Fragrance Journals(Vol. 6= 1991),,DUKE,10-Dec-97,
FFJ10(3):199,"Pedro, L.G., et al. 1995. Composition of the Essential oil of Micromeria varia Benth. ssp. thymoides (Sol. ex Lowe) Perez var. thymoides, and endemic species of the Madeira Archipelago. flav. & Fragr. J. 10(3): 199-202.",,DUKE,10-Dec-97,
FFJ10(3):225,"Stahl-Biskup, E. and Holthuijzen, J. 1995. Essential oil and glycosidally bound volatiles of lemon-scented thyme, Thymus x citriodorus (Pers.) Schreb. Flav. & Fragr. J. 10: 225-229.",,DUKE,10-Dec-97,
FFJ10:359,"Bignell, C.M., Dunlop, P.J., Brophy, J.J., and Jackson, J.F. 1995. Volatile Leaf Oils of Some South-western and Southern Australian Species of the Genus Eucalyptus. Part VI. Subjenus Symphyomyrtus, Section Adnataria. Flavour and Fragrance J. 10(6):359-364",,DUKE,10-Dec-97,
FFJ10:379,"Vila, R., et al. 1995. Composition and study of the variability of the essential oil of Thymus funkii Cousson. Flav. & Fragr. J. 10(6): 379-383.",,DUKE,10-Dec-97,
FFJ11(6):367,"Hendriks, H., Bos, R., and Woerdenbag, H. J. 1996. The Essential Oil of Tanacetum parthenium (L.) Schultz-Bip. Flavor and Fragrance Journal 11(6): 367-71.",,DUKE,10-Dec-97,
FFJ6:153,"Flavour and Fragrance Journal, 6: 153.",,DUKE,10-Dec-97,
FFJ6:154,"Flavour and Fragrance Journal, 6: 154.",,DUKE,10-Dec-97,
FFJ6:69,"Flavour and Fragrance Journal, 6: 69.",,DUKE,10-Dec-97,
FFJ6:72,"Flavour and Fragrance Journal, 6: 72.",,DUKE,10-Dec-97,
FFJ6:80,"Flavour and Fragrance Journal, 6: 80.",,DUKE,10-Dec-97,
FFJ8:127,"Velasco-Negueruela,A., Perez-Alonso,M.J., Jiminez,S.M. and Garcia,F.M. 1993. The Volatile Constituents of Acinus alpinus (L.) Moench ssp. meridionalis (Nyman). P.W. Ball Growing in Spain. Flav. & Frag. J. 8:127-130.)",,DUKE,10-Dec-97,
FFJ8:331,"Biondi, D., Cianci, P., Geraci, C. and Ruberto, G. 1993. Antimicrobial Activity and Chemical Composition of Essential Oils from Sicilian Aromatic Plants. Flav. & Frag. J. 8: 331-7.",,DUKE,10-Dec-97,
FFJ9:113,"Bignell,C.M.,Dunlop,P.J.,Brophy,J.J.,and Jackson, J.F.1994.Volatile Leaf Oils of Some South-western and Southern Australian Species of the Genus Eucalyptus.Part I.Subgenus Symphyomyrtus,Section Dumaria,Series Incrassatae.Flavour and Fragrance J.9(3):113-7",,DUKE,10-Dec-97,
FFJ9:129,Flav. & Frag. J. 9: 129.,,DUKE,10-Dec-97,
FFJ9:201,"Casnigueral,S., Iglesias,J., Vila,R., Virgili,A. and Ibanez,C.1994. The Essential Oil from Leaves of Salvia canariensis L. Flav. & Frag. J. 9:201-204. S. Canigueral, Facultat de Farmacia, Universitat de Barcelona, Ave.Diagonal 643,E-08028, Barcelone Spain",,DUKE,10-Dec-97,
FFJ9:29,"Soliman, F.M., El-Kashoury, M.M., Fathy, M.M. and Gonaid, M.H. 1994. Analysis and Biological Activity of the Essential Oil of Rosmarinus officinalis L. from Egypt. Flavour and Fragrance J. 9: 29-33.",,DUKE,10-Dec-97,
FHN,"Forest H. Nielsen, USDA, Grand Forks, various publications.",,DUKE,10-Dec-97,
FIT,Fitoterapia (Vol.64=1993),,DUKE,10-Dec-97,28-Apr-00
FNF,Father Nature's Farmacy: The aggregate of all these three-letter citations.,,DUKE,10-Dec-97,
FT,Fitoterapia  ,"(Since there is no volume number, I cite a little differently, e.g. FT5:1990 with no page was entered Feb. 13,1991, adding only about 6 entries.",DUKE,10-Dec-97,
FT1990:483,"Singla*, A.K. Pathak, K. 1989. Phytoconstituents of Euphorbia species. Fitoterapia 61(6): 483-508, 1990.",,DUKE,10-Dec-97,
FT2:103.1986,"Somasundaram, S., Sadique, J. 1985. Anti-hemolytic Effect of Flavonoidal Glycosides of Clerodendron inerme: An in vitro Study. Fitoterapia 57(2): 103, 1986.",,DUKE,10-Dec-97,
FT2:1986,Fitoterapia No.2-1986.,,DUKE,10-Dec-97,
FT55.1984,Fitoterapia No.55-1984.,,DUKE,10-Dec-97,
FT59:465,Fitoterapia No.59-1984.,,DUKE,10-Dec-97,
FT5:1986,Fitoterapia No.5-1986.,,DUKE,10-Dec-97,
FT5:1990,Fitoterapia No.5-1990.,,DUKE,10-Dec-97,
FT60:277,Fitoterapia No.60: 277.,,DUKE,10-Dec-97,
FT60:349,Fitoterapia No.60: 349.,,DUKE,10-Dec-97,
FT61:243.1990,"Fitoterapia No.61: 243, 1990.",,DUKE,10-Dec-97,
FT61:254.1990,"Fitoterapia No.61: 254, 1990.",,DUKE,10-Dec-97,
FT61:263.1990,"Fitoterapia No.61: 263, 1990.",,DUKE,10-Dec-97,
FT61:277.1990,"Fitoterapia No.61: 277, 1990.",,DUKE,10-Dec-97,
FT62:166,Fitoterapia No.62: 166.,,DUKE,10-Dec-97,
FT62:170,"Parveen, N. 1991. Antifilarial Activity of Vitex negundo Against Setaria cervi. Fitoterapia, 62(2): 163, 1991.",,DUKE,10-Dec-97,
FT62:372,"Pathak, D., Pathak, K., Singla*, A.K. 1991. Flavonoids as medicinal agents - Recent advances. Fitoterapia 62(5): 62, 1991.",,DUKE,10-Dec-97,
FT62:86,"Singh*, G., Upadhyay, R.K. 1990. Fungitoxic Activity of Cumaldehyde, Main Constituent of the Cuminum cyminum Oil. Fitoterapia 62(1): 86, 1991.",,DUKE,10-Dec-97,
FT64:131,"Shin*, K.H., Chung, M.S., Chae, Y.J., Yoon, K.Y., Cho, T.S. 1992. A survey for aldose reductase inhibition of herbal medicines. Fitoterapia 64(2): 130, 1993.",,DUKE,10-Dec-97,
FT64:134,"Lazarova*, G., Kostova, I., Neychev, H. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64(2): 134-136, 1993.",,DUKE,10-Dec-97,
FT64:134-136.1992,"Lazarova* G., I. Kostova, and H. Neychev. 1992. Photodynamic damage prevention by some hydroxycoumarins. Fitoterapia 64: 134-136.","Address: *Institute of Microbiology, Bulgarian Academy of Science, Sofia 1113, Bulgaria",DUKE,10-Dec-97,
FTS1986,Jim Duke's personal files.,,DUKE,10-Dec-97,
FUR,"Furr, A.K., et al. 1979",,DUKE,10-Dec-97,
Fanshawe,"Famshawe, D.B. 1949. Checklist of the indigenous woody plants of British Guiana. Forestry Bulletin No. 3. Forest Dept., British Guina.",,DUKE,10-Dec-97,
FontQuer,"Font Query, P. 1979. Plantas Medicinales el Dioscorides Renovado. Editorial Labor, S.A. Barcelona. 5th Ed.",,DUKE,10-Dec-97,
GBM,"Graedon, J. and Graeden, T. 1991. Graedon's Best Medicine: From Herbal Remedies to High-Tech Rx Breakthroughs. Bantam Books, New York. 444 pp.",,DUKE,10-Dec-97,
GEO,"Guenther, E., The Essential Oils, 6 volumes, D. van Nostrand, New York, 1948-1952.",,DUKE,10-Dec-97,
GMJ,"Grenand, P., Moretti, C., and Jacquemin, H. 1987. Pharmacopees Traditionnelles en Guyane.  l'ORSTROM, Paris. 569 pp.",,DUKE,10-Dec-97,
Guillarmod,"Guillarmod, A.J. 1971. Flora of Lesotho (Basutoland). Verlag von J. Cramer, 3301 Lehre, Germany.",,DUKE,10-Dec-97,
Gupta,"Gupta, M.P., et al. 1979. Ethnopharmacognostic observations on Panamanian medicinal plants. Part I. Quarterly journal of crude drug research 17(3-4):115-130.",,DUKE,10-Dec-97,
HEG,"Hegnauer, R. 1962-1997. Chemotaxonomie der Pflanzen, Bde 1-11. Birkhauser Verlag Basel, Boston, Berlin.",,DUKE,10-Dec-97,21-Dec-98
HG,HerbalGram,"(followed by number without space, e.g.   HG17=Herbalgram No. 17)19=18/19",DUKE,10-Dec-97,
HG17,HerbalGram No. 17.,,DUKE,10-Dec-97,
HG20:15,"HerbalGram No. 20, page 15.",,DUKE,10-Dec-97,
HG20:40,"HerbalGram No. 20, page 40.",,DUKE,10-Dec-97,
HG20:9,"HerbalGram No. 20, page 9.",,DUKE,10-Dec-97,
HG22:14,"HerbalGram No. 22 - Spring 1990, page 14.",,DUKE,10-Dec-97,
HG22:18,"Blumenthal, M. 'Traditional Herbal Medicines' in Current Drug Category. HerbalGram No. 22 - Spring 1990, page 18.",,DUKE,10-Dec-97,
HG22:45,"HerbalGram No. 22 - Spring 1990, page 45.",,DUKE,10-Dec-97,
HG22:9,"HerbalGram No. 22 - Spring 1990, page 9.",,DUKE,10-Dec-97,
HG24:37,"HerbalGram No. 24, page 37.",,DUKE,10-Dec-97,
HG24:40,"HerbalGram No. 24, page 40.",,DUKE,10-Dec-97,
HH,Herbal Healthline,(Newsletter compiled by Michael Weiner),DUKE,10-Dec-97,25-Jan-01
HH2:12,"Herbal Healthline, 2: 12.",,DUKE,10-Dec-97,25-Jan-01
HHB,"List, P.H. and Horhammer, L., Hager's Handbuch der Pharmazeutischen Praxis, Vols. 2-6, Springer-Verlag, Berlin, 1969-1979.",,DUKE,10-Dec-97,
HSC,HortScience,,DUKE,10-Dec-97,
HSC25:1485,"Cerda, J.J. Pectin in Health and Disease. HortScience, 25(12): 1485, 1990.",,DUKE,10-Dec-97,
HSC25:1486,"Levander, O.A. Fruit and Vegetable Contributions to Dietary Mineral Intake in Human Health and Disease. HortScience, 25(12): 1486, 1990.",,DUKE,10-Dec-97,
HSC25:1488,"Anderson, J.W. Dietary Fiber and Human Health. HortScience, 25(12): 1488, 1990.",,DUKE,10-Dec-97,
HSC25:1495,"Simon, P.W. Carrots and Other Horticultural Crops as a Source of Provitamin A Carotenes. HortScience, 25(12): 1495, 1990.",,DUKE,10-Dec-97,
HSC25:1523,"Kyle, D., Bingham, S., and Radmer, R. Long-chain Omega-3 Polyunsaturated Fatty Acids: Prospects for Introduction into Horticultural Food Plants. HortScience, 25: 1523, 1990.",,DUKE,10-Dec-97,
Hart,"Hart, J.A. 1979. The ethnobotany of the Flathead Indians of Western Montana. Botanical Museum Leaflet 27(10). Harvard University.",,DUKE,10-Dec-97,
Hartwell,"Hartwell, J.L. 1967-71. Plants used against cancer. A survey. Lloydia 30-34.",,DUKE,10-Dec-97,
"Hirshhorn, 1983","Hirschhorn, H. H. 1983a. Botanical Remedies of the Former Dutch East Indies (Indonesia) Part I: Eumycetes, Pteridophyta, Gymnospermae, Angiospermae (Monocotyledons Only). J. Ethnopharmacology 7: 123-56.",,DUKE,10-Dec-97,
Hooper,"Hooper, David. 1937. Useful plants and drugs of Iran and Iraq. Publication 387, 9(3). Field Museum of Natural History, Chicago.",,DUKE,10-Dec-97,
Hunan,ANON. 1974. A barefoot doctor's manual. DHEW Publication No. (NIH): 75-695.,,DUKE,10-Dec-97,
IAA,Int. Arch. Allergy Appl. Immunol. (Vol 94=262),,DUKE,10-Dec-97,
IAA94:262,"Dorsch, W., Wagner, H. New Antiasthmatic Drugs from Traditional Medicine? Int Arch Allergy Appl Immunol 94: 262-265, 1991.",,DUKE,10-Dec-97,
IB,Indian Biology (Vol. 23=1991),,DUKE,10-Dec-97,
ID25:487,Jim Duke's personal files.,,DUKE,10-Dec-97,
ID25:488,Jim Duke's personal files.,,DUKE,10-Dec-97,
ID25:489,Jim Duke's personal files.,,DUKE,10-Dec-97,
IJA,Indian J. Animal Sciences ( 59= 1989),,DUKE,10-Dec-97,
IJE,Indian J. Exper. Biol. (29=1991),,DUKE,10-Dec-97,
IJI10:729,"Int. J. Immunopharmacology. Vol 10: 729, 1988.",,DUKE,10-Dec-97,
IJI10:735,"Int. J. Immunopharmacology. Vol 10: 735, 1988.",,DUKE,10-Dec-97,
IJO,Internat. J. Oriental Med. 15(4):1990+,"(formerly OHAI, oriental Healing Arts Institute)",DUKE,10-Dec-97,
IJO15(4):194,"Internat. J. Oriental Med. 15(4): 194, 1990+",,DUKE,10-Dec-97,
IJO15(4):199,"Internat. J. Oriental Med. 15(4): 199, 1990+",,DUKE,10-Dec-97,
IJO16:4,Internat. J. Oriental Med. 16: 4.,,DUKE,10-Dec-97,
IJP,Indian J. Pharm. Sci (52=1990),,DUKE,10-Dec-97,
IJP33:7,"Pandeya, S.N. 1970. Biological Activity of Adamantyl Derivatives. The Indian Journal of Pharmacy, 33: 7.",,DUKE,10-Dec-97,
INJ,International J. Pharmacognosy (Vol 32=1994),,DUKE,10-Dec-97,
IP,Indian Perfumer,,DUKE,10-Dec-97,
IP35:51,"Indian Perfumer, 35: 51.",,DUKE,10-Dec-97,
IP35:52,"Indian Perfumer, 35: 52.",,DUKE,10-Dec-97,
ISA,Insect Science & Its Application (Vol 14=1993),,DUKE,10-Dec-97,
ISA14:93,"Bettarini, F., Borgonovi, G.E., et al. 1991. Antiparasitic Compounds from East African Plants: Isolation and Biological Activity of Anonaine, Matricarianol, Canthin-6-One and Caryophyllene Oxide. Insect Sci. Applic. 14(1): 93-99, 1993.",,DUKE,10-Dec-97,
ISM,5th Internatl. Symp. Med. Arom. & Sp. Pl.,,DUKE,10-Dec-97,
IWU,"Iwu, M.M. 1993. Handbook of African Medicinal Plants. CRC Press, Boca Raton, FL 435 pp.",,DUKE,10-Dec-97,
JA6(4):33,Jim Duke's personal files.,,DUKE,10-Dec-97,
JA6(4):34,Jim Duke's personal files.,,DUKE,10-Dec-97,
JA6(4):36,Jim Duke's personal files.,,DUKE,10-Dec-97,
JA6(4):40,Jim Duke's personal files.,,DUKE,10-Dec-97,
JAB,J.Applied Bacteriology (Vol. 72 in 1992),,DUKE,10-Dec-97,
JAD1,"Evans, B.R. 1991. Prod., Proc., Marketing of Ngali Nuts in Solomon I. (unpublished).",,DUKE,10-Dec-97,
JAD85:950,J. Amer. Diet. Ass. 85{8}:950.,"Leaves, fruits, and other normally wet items back-calculated to fresh weight by dividing by 10.",DUKE,10-Dec-97,
JAF,J. Agri. & Food Chemistry ,,DUKE,10-Dec-97,
JAF33:83,"Watanabe, K., Y. Oguri, M. Miyakado, N. Ohno, and T Mabry. 1985. Structure and fungicidal activity of four pseudoguaianolides isolated from Helenium quadridentatum Labill. Jour. Agric. Food Chem. 33:83.",,DUKE,10-Dec-97,
JAF34:409,"Bushway, R.J. 1986. Determination of alpha- and beta-carotene in some raw fruits and vegetables by high-performance liquid chromatography. J. Agric. Food Chem. 34:409.",,DUKE,10-Dec-97,
JAF34:973,"Verbiscar, A., J. Patel, T. Banigan, and R. Schatz. 1986. Scilliroside and other scilla compounds in red squill. Jour. Agric. Food Chem. 34:977.",,DUKE,10-Dec-97,
JAF36:1079,"J. Agri. & Food Chemistry, 36: 1079.",,DUKE,10-Dec-97,
JAF37:1363,"Lawson, T., J. Nunnaly, B. Walker, E. Bresnick, D. Wheeler, and M. Wheeler. 1989. Isolation of compounds with antimutagenic activity from savoy chieftain cabbage. J. Agric. Food Chem. 37:1363-1367.",,DUKE,10-Dec-97,
JAF38:493,"Lugemwa, F.N., Huang, F-Y., Bentley, M.D., Mendel, M.J., and Alford, A.R. 1990. A Heliothis zea Antifeedant from the Abundant Birchbark Triterpene Betulin. J. Agric. Food Chem. 38(2): 493-494.",,DUKE,10-Dec-97,
JAF38:688,"Oszmianski, J. and Lee, C.Y. 1990. Inhibitory Effect of Phenolics on Carotene Bleaching in Vegetables. J. Agric. Food Chem. 38: 688-690.",,DUKE,10-Dec-97,
JAF38:805,"Friedman, M. and Dao, L. 1990. Effect of Autoclaving and Conventional and Microwave Baking on the Ergot Alkaloid and Chlorogenic Acid Contents of Morning Glory (Ipomoea tricolor Cav. cv.) Heavenly Blue Seeds. J. Agric. Food Chem. 38: 805-808.",,DUKE,10-Dec-97,
JAF39:2290,"Kubo, I. and Himejima, M. 1991. Anethole, a Synergist of Polygodial against Filamentous Microorganisms. J. Agric. Food Chem. 39: 2290-2292.",,DUKE,10-Dec-97,
JAF40:2328,"Kang, R., Helms, R., Stout, M.J., Jaber, H., Chen, Z., and Nakatsu, T. 1992. Antimicrobial Activity of the Volatile Constituents of Perilla frutescens and Its Synergistic Effects with Polygodial. J. Agric. Food Chem., 40: 2328-2330.",,DUKE,10-Dec-97,27-Nov-98
JAF41:1103,"Muroi, H. and Kubo, I. 1993. Combination Effects of Antibacterial Compounds in Green Tea Flavor against Streptococcus mutans. J. Agric. Food Chem. 41: 1102-1105.",,DUKE,10-Dec-97,
JAF41:110G,J. Agric. Food Chem. 41: 110G.,,DUKE,10-Dec-97,
JAF42:2048,"Korhammer, S.A. and Haslinger, E. 1994. Isolation of a Biologically Active Substance from Rhizomes of Quackgrass [Elymus repens (L.) Gould]. J. Agric. Food Chem. 42: 2048-2050.",,DUKE,10-Dec-97,
JAF42:776,"Kerrola, K., Galambosi, B. and Kallio, H. 1994. Volatile Components and Odor Intensity of Four Phenotypes of Hyssop (Hyssopus officinalis L.) J. Agric. Food Chem. 42: 776-781.",,DUKE,10-Dec-97,
JAF43:2144,"Yu, S.G., Anderson, P.J., and Elson, C.E. 1995. Efficacy of B-Ionone in the Chemoprevention of Rat Mammary Carcinogenesis. J. Agric. Food Chem. 43: 2144-2147.",,DUKE,10-Dec-97,
JAF43:2162,"Igile, G.O., Oleszek, W., Burda, S., and Jurzysta, M. 1995. Nutritional Assessment of Vernonia amygdalina Leaves in Growing Mice. J. Agric. Food Chem. 43: 2162-2166.",,DUKE,10-Dec-97,
JAF43:2283,J. Agric. Food Chem. 43: 2283.,,DUKE,10-Dec-97,
JAF44:1827,"Buchnauer,G.,Jirovetz,L.,Nikiforov,A.1996.Comparative Investigation of Essential Clover Flower Oils from Austria Using Gas Chromatography-Flame Ionization Detection,Gas Chromatography-Mass Spectometry,and Gas Chrom.-Olfactometry.J.Agrc.Food Chem.44:1827-8",,DUKE,10-Dec-97,
JAF44:206,"Schlotzhauer, W.S., S.D. Pair, and R.J. Horvat. 1996. Volatile constituents from the flowers of Japanese Honeysuckle. J. Agric. Food Chem. 44:206-209.",,DUKE,10-Dec-97,
JAN,J. Applied Nutrition (Vol. 43 in 1991),,DUKE,10-Dec-97,
JAR,Internat. J. Aromatherapy (Vol. 4 in 1992),,DUKE,10-Dec-97,
JAR1:11,J. Aromatherapy 1: 11.,,DUKE,10-Dec-97,
JAR4:22,J. Aromatherapy 4: 22.,,DUKE,10-Dec-97,
JAR4:24,J. Aromatherapy 4: 24.,,DUKE,10-Dec-97,
JBH,"Jeffery B. Harborne and H. Baxter, eds. 1983. Phytochemical Dictionary. A Handbook of Bioactive Compounds from Plants. Taylor & Frost, London. 791 pp.",,DUKE,10-Dec-97,
JCE,J. Chem Ecol.,,DUKE,10-Dec-97,
JCE17:865,"Holappa, L.D., and Blum*, U. 1991. Effects of Exogenously Applied Ferulic Acid, a Potential Allelopathic Compound, on Leaf Growth, Water Utilization, and Endogenous Abscisic Acid Levels of Tomato, Cucumber, and Bean. J. of Chemical Ecology, 17(5): 865.",,DUKE,10-Dec-97,
JCE20:2847,"Hardie, J., Isaacs, R., Pickett,* J.A., Wadhams, L.J., and Woodcock, C.M. 1994. Methyl Salicylate and (-)-(1R,5S)-Myrtenal are Plant-Derived Repellents for Black Bean Aphid, Aphis Fabae Scop. (Homoptera: Aphididae). J. of Chemical Ecology, 20(11):2847.",,DUKE,10-Dec-97,
JDD,"J. Drug. Dev. (Vol. 6=1993) e.g. Mustafa, T., Srivastava, K.C., and Jensen, K.B. 1993. Drug Development Report (9): Pharmacology of Ginger, Zingiber officinale. J. Drug. Dev. 6(1): 25-39.",,DUKE,10-Dec-97,
JDD6:25,"J. Drug. Dev. (Vol. 6=1993) e.g. Mustafa, T., Srivastava, K.C., and Jensen, K.B. 1993. Drug Development Report (9): Pharmacology of Ginger, Zingiber officinale. J. Drug. Dev. 6(1): 25-39.",,DUKE,10-Dec-97,
JE,J. Ethnopharmacology ,,DUKE,10-Dec-97,
JE12:279.1984,"Onawunmi, G.O., Yisak, W-A., Ogunlana,* E.O. 1984. Antibacterial Constituents In The Essential Oil Of Cymbopogon citratus (DC.) Stapf. Journal of Ethnopharmacology, 12: 279-286, 1984.",,DUKE,10-Dec-97,
JE15:204,"Khalid, S.A., Farouk, A., Geary**, T.G., and Jensen, J.B. 1985. Potential Antimalarial Candidates From African Plants: An In Vitro Approach Using Plasmodium falciparum*. Journal of Ethnopharmacology, 15: 201-209, 1986.",,DUKE,10-Dec-97,
JE25:165,"Ortiz de Urbina, A.V., Martin*, M.L., Montero, M.J., Moran, A., and San Roman, L. 1988. Sedating and Antipyretic Activity of the Essential Oil of Calamintha sylvatica subsp. Ascendens. Journal of Ethnopharmacology, 25: 165-171, 1989.",,DUKE,10-Dec-97,
JE26:65,"Spring, M.A. 1988. Ethnopharmacologic Analysis of Medicinal Plants Used by Laotian Hmong Refugees in Minnesota. Journal of Ethnopharmacology, 26: 65-91, 1989.",,DUKE,10-Dec-97,
JE27:243,"Ivorra, M.D., Paya, M., and Villar, A. 1989. A Review of Natural Products and Plants as Potential Antidiabetic Drugs. Journal of Ethnopharmacology, 27: 243-275, 1989.",,DUKE,10-Dec-97,
