SUPERACT,ACTIVITY
Ulcer,Antispasmodic
Ulcer,Antiulcer
Ulcer,Antiulcerogenic
Ulcer,Antiviral
Ulcer,Astringent
Ulcer,Bacteristat
Ulcer,COX-2-Inhibitor
Ulcer,Cyclooxygenase-Inhibitor
Ulcer,Demulcent
Ulcer,Fungicide
Ulcer,Fungitoxic
Ulcer,Gastroprotective
Ulcer,Lipoxygenase-Inhibitor
Ulcer,MDR-Inhibitor
Ulcer,Ulcerprotective
Ulcer,Vulnerary
Vaginitis,Analgesic
Vaginitis,Anesthetic
Vaginitis,Antiallergic
Vaginitis,Antibacterial
Vaginitis,Antibiotic
Vaginitis,Anticandidosis
Vaginitis,Antidermatitic
Vaginitis,Antifungal
Vaginitis,Antiinflammatory
Vaginitis,Antiitch
Vaginitis,Antiitching
Vaginitis,Antinociceptive
Vaginitis,Antiseptic
Vaginitis,Astringent
Vaginitis,Bacteristat
Vaginitis,COX-2-Inhibitor
Vaginitis,Candidicide
Vaginitis,Candidistat
Vaginitis,Cyclooxygenase-Inhibitor
Vaginitis,Demulcent (topical)
Vaginitis,Fungicide
Vaginitis,MDR-Inhibitor
Vaginitis,Moisturizing
Varicose Veins,Analgesic
Varicose Veins,Anesthetic
Varicose Veins,Antiaggregant
Varicose Veins,Antiarteriosclerotic
Varicose Veins,Antiatherogenic
Varicose Veins,Antiatheromic
Varicose Veins,Antiatherosclerotic
Varicose Veins,Antiatherotic
Varicose Veins,Anticapillarihemorrhagic
Varicose Veins,Anticapillary-Fragility
Varicose Veins,Anticoagulant
Varicose Veins,Antiedemic
Varicose Veins,Antielastase
Varicose Veins,Antihemorrhagic
Varicose Veins,Antihemorrhoidal
Varicose Veins,Antiinflammatory
Varicose Veins,Antiischemic
Varicose Veins,Antinociceptive
Varicose Veins,Antioxidant
Varicose Veins,Antiphlebitic
Varicose Veins,Antiplatelet
Varicose Veins,Antiscorbutic
Varicose Veins,Antithrombic
Varicose Veins,Antithrombotic
Varicose Veins,Antivaricose
Varicose Veins,Antivaricosity
Varicose Veins,Astringent
Varicose Veins,COX-2-Inhibitor
Varicose Veins,Capillarifortificant
Varicose Veins,Capillariprotective
Varicose Veins,Capillaritonic
Varicose Veins,Collagen-Sparing
Varicose Veins,Collagenase-Inhibitor
Varicose Veins,Cyclooxygenase-Inhibitor
Varicose Veins,Diuretic
Varicose Veins,Elastase-Inhibitor
Varicose Veins,Endothelium-Derived Relaxing Factor Promoter
Varicose Veins,Fibrinolysis Enzyme Activator
Varicose Veins,Fibrinolysis Promoter
Varicose Veins,Fibrinolytic
Varicose Veins,Glycosaminoglycan-Sparing
Varicose Veins,Increase Prostacyclin Activity
Varicose Veins,Inhibit Destruction of Glycosaminoglycans
Varicose Veins,Plasminogen-Activating
Varicose Veins,Proteolytic
Varicose Veins,Vasoactive
Varicose Veins,Vasocompressor
Varicose Veins,Vasoconstrictor
Varicose Veins,Vasopressor
Varicose Veins,Vasoprotective
Varicose Veins,Vasotonic
Varicose Veins,Venotonic
Varicose Veins,Venotropic
Viral Infections (Chronic),Adaptogenic
Viral Infections (Chronic),Anabolic
Viral Infections (Chronic),Anticachexitic
Viral Infections (Chronic),Antifatigue
Viral Infections (Chronic),Antiseptic
Viral Infections (Chronic),Antiviral
Viral Infections (Chronic),Febrifuge
Viral Infections (Chronic),Hepatoprotective
Viral Infections (Chronic),Immunomodulator
Viral Infections (Chronic),Immunostimulant
Viral Infections (Chronic),Increase NK Cell Activity
Viral Infections (Chronic),Increase T-helper
Viral Infections (Chronic),Increase T-lymphocyte Proliferation
Viral Infections (Chronic),Increase natural killer cell activity
Viral Infections (Chronic),Interferonogenic
Viral Infections (Chronic),MDR-Inhibitor
Viral Infections (Chronic),Phagocytotic
Viral Infections (Chronic),Refrigerant
Viral Infections (Chronic),T-suppressor cell ratio
Viral Infections (Chronic),Tonic
Viral Infections (Chronic),Viricide
Warts,Antiproliferative
Warts,Antiscorbutic
Warts,Antiseptic
Warts,Antiviral
Warts,Antiwart
Warts,Immunomodulator
Warts,Immunostimulant
Warts,Increase T-lymphocyte Proliferation
Warts,Increase Natural Killer (NK) Cell Activity
Warts,Interferonogenic
Warts,Necrotizing
Warts,Phagocytotic
Warts,Viristat
Wound,Amebicide
Wound,Analgesic
Wound,Anesthetic
Wound,Antibacterial
Wound,Antibiotic
Wound,Antiedemic
Wound,Antiinflammatory
Wound,Antilymphedemic
Wound,Antinociceptive
Wound,Antipyretic
Wound,Antiseptic
Wound,Antiviral
Wound,Antiyeast
Wound,Astringent
Wound,Bacteristat
Wound,COX-2-Inhibitor
Wound,Circulatory-Stimulant
Wound,Cyclooxygenase-Inhibitor
Wound,Fungicide
Wound,Fungistat
Wound,Immunostimulant
Wound,Lipoxygenase-Inhibitor
Wound,Lymphatic
Wound,MDR-Inhibitor
Wound,Vulnerary
Wrinkles,Antiaging
Wrinkles,Antioxidant
Wrinkles,Antistress
Wrinkles,Antiwrinkle
Wrinkles,Collagen-Sparing
Wrinkles,Collagenic
Wrinkles,Demulcent
Wrinkles,Dermagenic
Wrinkles,Emollient
Wrinkles,Epitheliogenic
Wrinkles,Immunostimulant
Wrinkles,Nervine
Wrinkles,Sunscreen
Yeast Infection,Analgesic
Yeast Infection,Anesthetic
Yeast Infection,Anti-Itching
Yeast Infection,Antibacterial
Yeast Infection,Antibiotic
Yeast Infection,Anticandidosis
Yeast Infection,Antidermatitic
Yeast Infection,Antifungal
Yeast Infection,Antiitch
Yeast Infection,Antinociceptive
Yeast Infection,Antiseptic
Yeast Infection,Antithrush
Yeast Infection,Antiyeast
Yeast Infection,Candidicide
Yeast Infection,Candidistat
Yeast Infection,Demulcent
Yeast Infection,Fungicide
Yeast Infection,Fungistat
Yeast Infection,MDR-Inhibitor
Yeast Infection,Moisturizing
Candidiasis,MDR-Inhibitor
Fungus/Mycosis,MDR-Inhibitor
Cancer,MDR-Inhibitor
Melanoma,MDR-Inhibitor
Premenstrual Syndrome/PMS,Estrogenic
Cardiopathy/Heart Problems,Estrogenic
Carpal Tunnel Syndrome (CTS),Analgesic
Carpal Tunnel Syndrome (CTS),Anesthetic
Carpal Tunnel Syndrome (CTS),Antiarthritic
Carpal Tunnel Syndrome (CTS),Anticarpal-Tunnel
Carpal Tunnel Syndrome (CTS),Antiedemic
Carpal Tunnel Syndrome (CTS),Antiinflammatory
Carpal Tunnel Syndrome (CTS),Antinociceptive
Carpal Tunnel Syndrome (CTS),Antistress
Carpal Tunnel Syndrome (CTS),COX-2-Inhibitor
Carpal Tunnel Syndrome (CTS),Myorelaxant
Carpal Tunnel Syndrome (CTS),Sedative
Carpal Tunnel Syndrome (CTS),Tranquilizer
Carpal Tunnel Syndrome (CTS),Counterirritant
Carpal Tunnel Syndrome (CTS),Nervine
Carpal Tunnel Syndrome (CTS),Lipoxygenase-Inhibitor
Carpal Tunnel Syndrome (CTS),Circulatory-Stimulant
Carpal Tunnel Syndrome (CTS),Diuretic
Carpal Tunnel Syndrome (CTS),Antispasmodic
Carpal Tunnel Syndrome (CTS),Neuroprotective
Amenorrhea,Emmenagogue
Sciatica,Analgesic
Sciatica,Analgesic-Synergist
Sciatica,Antiinflammatory
Sciatica,Antispasmodic
Sciatica,Antisciatic
Sciatica,Antiarthritic
Sciatica,Antilumbagic
Sciatica,Antineuritic
Sciatica,Antinociceptive
Sciatica,Antirheumatic
Sciatica,Counterirritant
Sciatica,COX-2-Inhibitor
Sciatica,Myorelaxant
Sciatica,Rubefacient
Sciatica,Anesthetic
Sciatica,Antidermatitic
Sciatica,Antirheumatalgic
Sciatica,Nervine
Frigidity,Adaptogenic
Frigidity,Antiarteriosclerotic
Frigidity,Antiaggregant
Frigidity,Antiatherogenic
Frigidity,Antiatheromic
Frigidity,Antiatherosclerotic
Frigidity,Antiatherotic
Frigidity,Antifrigidity
Frigidity,Antiimpotence
Frigidity,Antiischemic
Frigidity,Aphrodisiac
Frigidity,Arginine-Generating
Frigidity,Arginine-Rich
Frigidity,Boron-Rich
Frigidity,Increase Boron Bioavailability
Frigidity,cGMP-genic
Frigidity,cGMP-Sparing
Frigidity,Cantharic
Frigidity,Circulatory-Stimulant
Frigidity,CNS-Stimulant
Frigidity,Dopaminergic
Frigidity,Estrogenic
Frigidity,Genital-Stimulant
Frigidity,Hypertensive
Frigidity,NO-Genic
Frigidity,NO-Sparing
Frigidity,Phosphodiesterase-Inhibitor
Frigidity,Testosterogenic
Frigidity,Testosterone-Inducer
Frigidity,Tyrosine-Hyroxylase-Activator
Frigidity,Vasodilator
Frigidity,Increase Tyrosine Hyroxylase Activity
Impotence,Vasodilator
Obesity,Antiadipose
Anthrax,Antianthrax
Anthrax,Antibacterial
Anthrax,Antiinflammatory
Anthrax,Antimicrobial
Anthrax,Antiseptic
Anthrax,Astringent
Anthrax,Bactericide
Anthrax,Bacteristat
Anthrax,Hepatoprotective
Anthrax,Hepatotonic
Anthrax,Immunostimulant
Anthrax,MDR-Inhibitor
Anthrax,Antibiotic
Anthrax,Antinociceptive
Anthrax,Analgesic
Anthrax,Anesthetic
Anthrax,Antioxidant
Anthrax,Antipyretic
Anthrax,Antistress
Anthrax,Antiviral
Anthrax,Febrifuge
Anthrax,Phagocytotic
Anthrax,Viricide
Anthrax,Viristat
Anthrax,Immunomodulator
Anthrax,Antidermatitic
Anthrax,Demulcent
Anthrax,Antibronchitic
Anthrax,Antibronchoconstrictor
Anthrax,Antihistaminic
Anthrax,Antipharyngitic
Anthrax,Antitussive
Anthrax,Bronchodilator
Anthrax,Bronchorelaxant
Anthrax,Bronchospasmolytic
Anthrax,Bronchotonic
Anthrax,COX-2-Inhibitor
Anthrax,Cyclooxygenase-Inhibitor
Anthrax,Decongestant
Anthrax,Expectorant
Anthrax,Protisticide
Anthrax,Sedative
Anthrax,Nervine
Anthrax,Tranquilizer
Anthrax,Antihistamine
Anthrax,Anticapillary-Fragility
Anthrax,Capillarifortificant
Anthrax,Capillariprotective
Anthrax,12-Lipoxygenase-Inhibitor
Anthrax,Antispasmodic
Anthrax,Free-Radical Scavenging
Anthrax,Myorelaxant
Anthrax,Narcotic
Anthrax,Interferon-Inducer
Anthrax,Interferon-Stimulant
Anthrax,Interferon-Synergist
Anthrax,Interferonogenic
Anthrax,Refrigerant
Anthrax,Capillaritonic
Anthrax,Anticapillarihemorrhagic
Bipolar,AntiADD
Bipolar,Antianxiety
Bipolar,Antibipolar
Bipolar,Anticonvulsant
Bipolar,Antidepressant
Bipolar,Antifatigue
Bipolar,Antihyperkinetic
Bipolar,Antiinflammatory
Bipolar,Antiinsomniac
Bipolar,Antimanic
Bipolar,Antioxidant
Bipolar,Antioxidant Synergist
Bipolar,Antipsychotic
Bipolar,Antispasmodic
Bipolar,Antispasmogenic
Bipolar,Antispasmophilic
Bipolar,Antispastic
Bipolar,Antistress
Bipolar,Antistressor
Bipolar,Anxiolytic
Bipolar,Calcium-Antagonist
Bipolar,Calcium-Channel-Blocker
Bipolar,CNS-Depressant
Bipolar,CNS-Sedative
Bipolar,CNS-Stimulant
Bipolar,COMT-Inhibitor
Bipolar,Dopaminergic
Bipolar,Dopaminigenic
Bipolar,Endorphinogenic
Bipolar,Energizer
Bipolar,Euphoriant
Bipolar,Euphoric
Bipolar,Euphorigenic
Bipolar,GABA-nergic
Bipolar,Hypokinetic
Bipolar,Immunostimulant
Bipolar,MAO-Inhibitor
Bipolar,Melatoninergic
Bipolar,Melatoninogenic
Bipolar,Myodepressant
Bipolar,Nervine
Bipolar,Neuroleptic
Bipolar,Neurolytic
Bipolar,Neuroprotective
Bipolar,Neurosedative
Bipolar,Sedative
Bipolar,Serotoninergic
Bipolar,Tonic
Bipolar,Tranquilizer
Breached Birth,Abortifacient
Breached Birth,Alexiteric
Breached Birth,Analgesic
Breached Birth,Anesthetic
Breached Birth,Anticonvulsant
Breached Birth,Antihemorrhagic
Breached Birth,Antiinflammatory
Breached Birth,Antimenorrhagic
Breached Birth,Antimetrorrhagic
Breached Birth,Antiseptic
Breached Birth,Antishock
Breached Birth,Antispasmogenic
Breached Birth,Antispasmodic
Breached Birth,Antistress
Breached Birth,Anxiolytic
Breached Birth,Ecbolic
Breached Birth,Emmenagogue
Breached Birth,Hemostat
Breached Birth,Nervine
Breached Birth,Neuroleptic
Breached Birth,Oxytocic
Breached Birth,Parturient
Breached Birth,Sedative
Breached Birth,Tranquilizer
Lipoma,Analgesic
Lipoma,Analgesic-Synergist
Lipoma,Anesthetic
Lipoma,Anesthetic-potentiator
Lipoma,Antiadenomacarcinogenic
Lipoma,Antiadenomic
Lipoma,Antiadipose
Lipoma,Anticancer
Lipoma,Anticarcinogenic
Lipoma,Anticarcinomic
Lipoma,Anticarcinosarcomic
Lipoma,Anticholesterogenic
Lipoma,Anticystitic
Lipoma,Antihepatitic
Lipoma,Antihepatotic
Lipoma,Antihepatotoxic
Lipoma,Antihypercholesterolemic
Lipoma,Antihyperlipoproteinemic
Lipoma,Antiinflammatory
Lipoma,Antilipogenic
Lipoma,Antilymphosarcomic
Lipoma,Antimetastatic
Lipoma,Antimutagenic
Lipoma,Antioxidant
Lipoma,Antioxidant (LDL)
Lipoma,Antioxidant Synergist
Lipoma,Antipolyp
Lipoma,Antisarcoma
Lipoma,Antisarcomic
Lipoma,Antitumor
Lipoma,Antitumor-Initiator
Lipoma,Antitumor-Promoter
Lipoma,Cancer-Preventive
Lipoma,Circulatory-Stimulant
Lipoma,Circulotonic
Lipoma,CNS-Toxic
Lipoma,DNA-Protective
Lipoma,Hepatoprotective
Lipoma,Hepatotonic
Lipoma,Hepatostimulant
Lipoma,Hypocholesterolemic
Lipoma,Hypolipidemic
Lipoma,Lipase-Inducer
Lipoma,Lipotropic
Lipoma,Lipolytic
Lipoma,Nervine
Lipoma,Antiobesity
Lipoma,Antilipomic
Lipoma,Thermogenic
Cancer,Anticancer (Lung)
Aging,Antiaging
Aging,Antialzheimeran
Aging,Antianxiety
Aging,Antiarthritic
Aging,Antifatigue
Aging,Antihypertensive
Aging,Antiinflammatory
Aging,Antiimpotence
Aging,Antiincontinence
Aging,Antimenopausal
Aging,Antiosteoarthritic
Aging,Antiosteoporotic
Aging,Antioxidant
Aging,Antioxidant (LDL)
Aging,Antioxidant Synergist
Aging,Antirheumatic
Aging,Antisenility
Aging,Antistress
Aging,Antistressor
Aging,Antivertigo
Aging,Antiwrinkle
Aging,Aphrodisiac
Aging,Capillariprotective
Aging,Capillaritonic
Aging,Cardioprotective
Aging,Cardiotonic
Aging,Cartilage-Sparing
Aging,Cerebrocirculant
Aging,Cerebroprotective
Aging,Cerebrotonic
Aging,Circulotonic
Aging,Collagen-Sparing
Aging,Cytoprotective
Aging,Energizer
Aging,Estrogenic
Aging,Euphoriant
Aging,Euphoric
Aging,Euphorigenic
Aging,Gastroprotective
Aging,Hematonic
Aging,Hepatoprotective
Aging,Hepatotonic
Aging,Hypotensive
Aging,Immunostimulant
Aging,Memorigenic
Aging,Memory-Enhancer
Aging,Myocardiotonic
Aging,Myoprotective
Aging,Myotonic
Aging,Nervine
Aging,Neuroprotective
Aging,Pancreaprotective
Aging,Pancreatonic
Aging,Phytoestrogenic
Aging,Phytohormonal
Aging,Phytohormone
Aging,Pulmonoprotective
Aging,Retinoprotectant Optometry
Aging,Sunscreen
Aging,Tonic
Aging,UV-Screen
Aging,Vasculoprotective
Aging,Vasoprotective
Aging,Vasotonic
Aging,Venotonic
Menopause,Anticapillary-Fragility
Menopause,Antipyretic
Menopause,Vasoconstrictor
Intestinal Parasites,MDR-Inhibitor
Dermatitis/Dermatoses,Antiallergic
Dermatitis/Dermatoses,Antieczemic
Dermatitis/Dermatoses,Antiedemic
Dermatitis/Dermatoses,Antikeratotic
Dermatitis/Dermatoses,Antileukotriene
Dermatitis/Dermatoses,Antioxidant
Dermatitis/Dermatoses,Antiperoxidant
Dermatitis/Dermatoses,Antiproliferative
Dermatitis/Dermatoses,Antiprostaglandin
Dermatitis/Dermatoses,Antipsoriac
Dermatitis/Dermatoses,Antiradicular
Dermatitis/Dermatoses,cGMP-Inhibitor
Dermatitis/Dermatoses,Fiber-Rich
Dermatitis/Dermatoses,Hypotriacylglycerolemic
Dermatitis/Dermatoses,Immunosuppressant
Dermatitis/Dermatoses,Antiinterleukin-1
Dermatitis/Dermatoses,Lipoxygenase-Inhibitor
Dermatitis/Dermatoses,Mast-Cell-Stabilizer
Dermatitis/Dermatoses,Proteolytic
Dermatitis/Dermatoses,12-Lipoxygenase-Inhibitor
Menopause,Antiosteoporotic
Menopause,Calcium-Sparing
AIDS/HIV,Protease-Inhibitor
Alzheimers,Protease-Inhibitor
Asthma,Anticholinergic
Asthma,Anti-IgE
BPH,Alpha-Agonist
BPH,Anticholinergic
Bunion,Analgesic
Bunion,Analgesic-Synergist
Bunion,Anesthetic
Bunion,Anesthetic-potentiator
Bunion,Antiarthritic
Bunion,Antibursitic
Bunion,Anticalculic
Bunion,Antiedemic
Bunion,Antiinflammatory
Bunion,Antinociceptive
Bunion,Antioxidant
Bunion,Antirheumatic
Bunion,Counterirritant
Bunion,COX-2-Inhibitor
Bunion,Cyclooxygenase-Inhibitor
Bunion,Decalcifier
Bunion,Hypocalcemic
Bunion,12-Lipoxygenase-Inhibitor
Bunion,Lipoxygenase-Inhibitor
Bunion,Myotonic
Bunion,Nervine
Cold/Flu,Antirhinovirus
Cold/Flu,Antirhinitic
Cold/Flu,Antipneumonic
Cold/Flu,Pneumotoxic
Cold/Flu,Antistrep
Cold/Flu,Antistreptococcic
Cold/Flu,Anticholinergic
Crohns Disease,AntiTNF
Crohns Disease,Immunosuppressant
Crohns Disease,Antibiotic
Crohns Disease,Antiinterleukin-12
Sepsis,AHH-Inhibitor
Angina,Antiinflammatory
Apoplexy/Stroke,Antiinflammatory
Arrhythmia (Cardiac),Antiinflammatory
Cardiopathy/Heart Problems,Antiinflammatory
Heart Attack/Coronary Infarct,Antiinflammatory
High Blood Pressure/Hypertension,Antiinflammatory
High Cholesterol/Hypercholesterolemia,Antiinflammatory
Infarction,Antiinflammatory
Ischemia,Antiinflammatory
Thrombosis / Blood Clot,Antiinflammatory
AIDS/HIV,(-)-Bactericide
AIDS/HIV,Amebicide
AIDS/HIV,Analgesic
AIDS/HIV,Analgesic-Synergist
AIDS/HIV,Anesthetic
AIDS/HIV,Anesthetic-potentiator
AIDS/HIV,Antiabscess
AIDS/HIV,Antialopecic
AIDS/HIV,Antianemic
AIDS/HIV,Antianorexic
AIDS/HIV,Antianxiety
AIDS/HIV,Antibronchitic
AIDS/HIV,Anticancer
AIDS/HIV,Anticanker
AIDS/HIV,Anticapillarihemorrhagic
AIDS/HIV,Anticapillary-Fragility
AIDS/HIV,Anticarcinogenic
AIDS/HIV,Anticarcinomic
AIDS/HIV,Anticarcinosarcomic
AIDS/HIV,Anticold
AIDS/HIV,Anticollapse
AIDS/HIV,Anticytomegalovirus
AIDS/HIV,Antidepressant
AIDS/HIV,Antidermatitic
AIDS/HIV,Antidiarrheic
AIDS/HIV,Antidysenteric
AIDS/HIV,Antieczemic
AIDS/HIV,Antifatigue
AIDS/HIV,Antiflu
AIDS/HIV,Antigiardial
AIDS/HIV,Antihepatocarcinogenic
AIDS/HIV,Antihepatotoxic
AIDS/HIV,Antiherpetic
AIDS/HIV,Antiinfective
AIDS/HIV,AntiKaposi's
AIDS/HIV,Antilethargic
AIDS/HIV,Antileukemic
AIDS/HIV,Antilymphomic
AIDS/HIV,Antilymphosarcomic
AIDS/HIV,Antimelanomic
AIDS/HIV,Antimetastatic
AIDS/HIV,Antimicrobial
AIDS/HIV,Antimononuccleotic
AIDS/HIV,Antimutagenic
AIDS/HIV,Antinauseant
AIDS/HIV,Antineuralgic
AIDS/HIV,Antioxidant Synergist
AIDS/HIV,Antipapillomic
AIDS/HIV,Antipneumonic
AIDS/HIV,Antipolyp
AIDS/HIV,Antiproliferant
AIDS/HIV,Antiproliferative
AIDS/HIV,Antisarcoma
AIDS/HIV,Antisarcomic
AIDS/HIV,Antishingles
AIDS/HIV,Antistaph
AIDS/HIV,Antistaphylococcic
AIDS/HIV,Antitoxic
AIDS/HIV,Antitumor
AIDS/HIV,Antitumor-Initiator
AIDS/HIV,Antitumor-Promoter
AIDS/HIV,Antiulcer
AIDS/HIV,Antiulcerogenic
AIDS/HIV,Antiyeast
AIDS/HIV,Apertif
AIDS/HIV,Astringent
AIDS/HIV,AZT-Synergist
AIDS/HIV,Bacteriolytic
AIDS/HIV,Bacteriophagicide
AIDS/HIV,Bacteriostatic
AIDS/HIV,Bacteristat
AIDS/HIV,Bronchoprotectant
AIDS/HIV,Bronchotonic
AIDS/HIV,Cancer-Preventive
AIDS/HIV,Capillarifortificant
AIDS/HIV,Capillariprotective
AIDS/HIV,Capillaritonic
AIDS/HIV,Cardioprotective
AIDS/HIV,Cardiotonic
AIDS/HIV,Cerebroprotective
AIDS/HIV,Cerebrotonic
AIDS/HIV,Chemopreventive
AIDS/HIV,Circulotonic
AIDS/HIV,Cold-preventive
AIDS/HIV,Counterirritant
AIDS/HIV,COX-1-Inhibitor
AIDS/HIV,Cytoprotective
AIDS/HIV,Disinfectant
AIDS/HIV,Enterotonic
AIDS/HIV,Free-Radical Scavenging
AIDS/HIV,Fungicide
AIDS/HIV,Fungistat
AIDS/HIV,Gastroprotective
AIDS/HIV,Gram(+)icide
AIDS/HIV,Gram(-)icide
AIDS/HIV,Hematonic
AIDS/HIV,Hepatoprotective
AIDS/HIV,Hepatotonic
AIDS/HIV,Immunomodulator
AIDS/HIV,Mycobactericide
AIDS/HIV,Myocardiotonic
AIDS/HIV,Myoprotective
AIDS/HIV,Myotonic
AIDS/HIV,Neuroprotective
AIDS/HIV,Pancreaprotective
AIDS/HIV,Pancreatonic
AIDS/HIV,Pulmonoprotective
AIDS/HIV,Spirocheticide
AIDS/HIV,T-Cell-Stimulant
AIDS/HIV,Tonic
AIDS/HIV,Vasculoprotective
AIDS/HIV,Vasoprotective
AIDS/HIV,Vasotonic
AIDS/HIV,Venotonic
Tuberculosis,(-)-Bactericide
Tuberculosis,Analgesic
Tuberculosis,Anesthetic
Tuberculosis,Antiabscess
Tuberculosis,Antiallergic
Tuberculosis,Antiasthmatic
Tuberculosis,Antiasthmic
Tuberculosis,Antibacterial
Tuberculosis,Antibiotic
Tuberculosis,Antibronchitic
Tuberculosis,Antibronchoconstrictor
Tuberculosis,Antibroncotic
Tuberculosis,Anticold
Tuberculosis,Antiedemic
Tuberculosis,Antiemphysemic
Tuberculosis,Antifatigue
Tuberculosis,Antiflu
Tuberculosis,Antihistaminic
Tuberculosis,Antihistamine
Tuberculosis,Antiinfective
Tuberculosis,Antiinflammatory
Tuberculosis,Antimycotic
Tuberculosis,Antimicrobial
Tuberculosis,Antimutagenic
Tuberculosis,Antineuralgic
Tuberculosis,Antinociceptive
Tuberculosis,Antioxidant
Tuberculosis,Antioxidant Synergist
Tuberculosis,Antipharyngitic
Tuberculosis,Antipneumonic
Tuberculosis,Antiproliferant
Tuberculosis,Antiproliferative
Tuberculosis,Antipyretic
Tuberculosis,Antirhinoviral
Tuberculosis,Antiseptic
Tuberculosis,Antistaph
Tuberculosis,Antistaphylococcic
Tuberculosis,Antistress
Tuberculosis,Antistressor
Tuberculosis,Antitubercular
Tuberculosis,Antituberculic
Tuberculosis,Antitussive
Tuberculosis,Antiviral
Tuberculosis,Antiyeast
Tuberculosis,Asthma-preventive
Tuberculosis,Astringent
Tuberculosis,Bacteriolytic
Tuberculosis,Bacteriophagicide
Tuberculosis,Bacteriostatic
Tuberculosis,Bacteristat
Tuberculosis,Bronchodilator
Tuberculosis,Bronchomucolytic
Tuberculosis,Bronchoprotectant
Tuberculosis,Bronchorelaxant
Tuberculosis,Bronchosedative
Tuberculosis,Bronchospasmolytic
Tuberculosis,Bronchostimulant
Tuberculosis,Bronchotonic
Tuberculosis,Capillarifortificant
Tuberculosis,Capillariprotective
Tuberculosis,Capillaritonic
Tuberculosis,Circulotonic
Tuberculosis,Cold-preventive
Tuberculosis,Counterirritant
Tuberculosis,COX-1-Inhibitor
Tuberculosis,COX-2-Inhibitor
Tuberculosis,Cyclooxygenase-Inhibitor
Tuberculosis,Decongestant
Tuberculosis,Disinfectant
Tuberculosis,Diuretic
Tuberculosis,Expectorant
Tuberculosis,Febrifuge
Tuberculosis,Free-Radical Scavenging
Tuberculosis,Fungicide
Tuberculosis,Fungistat
Tuberculosis,Gram(+)icide
Tuberculosis,Gram(-)icide
Tuberculosis,Hematonic
Tuberculosis,Hepatoprotective
Tuberculosis,Hepatotonic
Tuberculosis,Immunomodulator
Tuberculosis,Immunostimulant
Tuberculosis,MDR-Inhibitor
Tuberculosis,Mitogenic
Tuberculosis,Mycobactericide
Tuberculosis,Myocardiotonic
Tuberculosis,Myoprotective
Tuberculosis,Myotonic
Tuberculosis,Nervine
Tuberculosis,Neuroprotective
Tuberculosis,Phagocytotic
Tuberculosis,Pneumotoxic
Tuberculosis,Pulmonoprotective
Tuberculosis,Spasmolytic
Tuberculosis,Tonic
Tuberculosis,Tuberculostatic
Tuberculosis,Vasculoprotective
Tuberculosis,Vasoprotective
Tuberculosis,Vasotonic
Tuberculosis,Venotonic
Tuberculosis,Viricide
Tuberculosis,Viristat
Malaria,(-)-Bactericide
Malaria,Analgesic
Malaria,Analgesic-Synergist
Malaria,Anesthetic
Malaria,Anesthetic-potentiator
Malaria,Antianemic
Malaria,Antianxiety
Malaria,Antibiotic
Malaria,Anticapillarihemorrhagic
Malaria,Anticapillary-Fragility
Malaria,Anticold
Malaria,Anticollapse
Malaria,Anticytomegalovirus
Malaria,Antidepressant
Malaria,Antidiarrheic
Malaria,Antidysenteric
Malaria,Antifatigue
Malaria,Antiflu
Malaria,Antigiardial
Malaria,Antiinfective
Malaria,Antiintegrase
Malaria,Antilethargic
Malaria,Antimicrobial
Malaria,Antimutagenic
Malaria,Antinauseant
Malaria,Antineuralgic
Malaria,Antioxidant
Malaria,Antioxidant Synergist
Malaria,Antipneumonic
Malaria,Antitoxic
Malaria,Antiyeast
Malaria,Apertif
Malaria,Astringent
Malaria,Bacteriolytic
Malaria,Bacteriophagicide
Malaria,Bacteriostatic
Malaria,Bacteristat
Malaria,Bronchoprotectant
Malaria,Bronchotonic
Malaria,Candidicide
Malaria,Candidistat
Malaria,Capillarifortificant
Malaria,Capillariprotective
Malaria,Capillaritonic
Malaria,Cardioprotective
Malaria,Cardiotonic
Malaria,Cerebroprotective
Malaria,Cerebrotonic
Malaria,Circulotonic
Malaria,Cold-preventive
Malaria,Counterirritant
Malaria,COX-1-Inhibitor
Malaria,Disinfectant
Malaria,Free-Radical Scavenging
Malaria,Fungicide
Malaria,Fungistat
Malaria,Gastroprotective
Malaria,Gram(+)icide
Malaria,Gram(-)icide
Malaria,Hematonic
Malaria,Hepatotonic
Malaria,Immunomodulator
Malaria,Mycobactericide
Malaria,Myocardiotonic
Malaria,Myoprotective
Malaria,Myotonic
Malaria,Neuroprotective
Malaria,Pancreaprotective
Malaria,Pancreatonic
Malaria,Pulmonoprotective
Malaria,Spirocheticide
Malaria,Tonic
Malaria,Vasculoprotective
Malaria,Vasoprotective
Malaria,Vasotonic
Malaria,Venotonic
Malaria,Viristat
Leishmaniasis,(-)-Bactericide
Leishmaniasis,Analgesic
Leishmaniasis,Analgesic-Synergist
Leishmaniasis,Anesthetic
Leishmaniasis,Anesthetic-potentiator
Leishmaniasis,Antiabscess
Leishmaniasis,Antibacterial
Leishmaniasis,Antibiotic
Leishmaniasis,Anticanker
Leishmaniasis,Anticapillarihemorrhagic
Leishmaniasis,Anticapillary-Fragility
Leishmaniasis,Antidermatitic
Leishmaniasis,Antidermatotic
Leishmaniasis,Antiedemic
Leishmaniasis,Antiinfective
Leishmaniasis,Antiinflammatory
