AGGNO,CHEM,ACTIVITY,DOSAGE,REFERENCE,MAJORACT,USERID,CREATED,MODIFIED
146301,EPICATECHIN,Antioxidant,IC50=6.3 ug/ml,CPB38:1049,,DUKE,17-Sep-98,
146302,EPICATECHIN,Antiperoxidant,,JBH,,DUKE,17-Sep-98,
146303,EPICATECHIN,Antiviral,,EMP6:189 V&D,,DUKE,17-Sep-98,
146304,EPICATECHIN,Antibacterial,"MIC=>1,000 ug/ml",PM57:A42 JBH,,DUKE,17-Sep-98,5-May-00
146306,EPICATECHIN,Cancer-Preventive,,525,,DUKE,17-Sep-98,
146307,EPICATECHIN,Cardiotonic,,,,DUKE,17-Sep-98,
146308,EPICATECHIN,Choline-Sparing,,AFR27:149,,DUKE,17-Sep-98,
146309,EPICATECHIN,Hepatotropic,,,,DUKE,17-Sep-98,
146310,EPICATECHIN,Hypocholesterolemic,,AFR27:149,,DUKE,17-Sep-98,
146311,EPICATECHIN,Hypoglycemic,,,,DUKE,17-Sep-98,
146312,EPICATECHIN,Insulinogenic,,EMP6:170,,DUKE,17-Sep-98,
146197,CANESCACARPIN,Fungicide,ED50=<50,JLI,,DUKE,17-Sep-98,
146198,CANESCACARPIN,Pesticide,,,,DUKE,17-Sep-98,
146199,CANESCACARPIN,Phytoalexin,,JLI,,DUKE,17-Sep-98,
146200,CARNEGINE,Convulsant,,JBH,,DUKE,17-Sep-98,
146201,CARVONE,Allergenic,,M&R683,,DUKE,17-Sep-98,15-Feb-99
146202,CARVONE,Antiseptic,1.5 x phenol,W&W,,DUKE,17-Sep-98,
146203,CARVONE,CNS-Stimulant,,,,DUKE,17-Sep-98,
146204,CARVONE,Cancer-Preventive,,525,,DUKE,17-Sep-98,
146205,CARVONE,Carminative,,JPP46:16,,DUKE,17-Sep-98,
146206,CARVONE,FLavor,"FEMA 80-3,000",ARC,,DUKE,17-Sep-98,
146207,CARVONE,Insecticide,,382,,DUKE,17-Sep-98,
146208,CARVONE,Insectifuge,,382,,DUKE,17-Sep-98,
146209,CARVONE,Motor-Depressant,,BVC:162,,DUKE,17-Sep-98,
146210,CARVONE,Nematicide,MLC=1 mg/ml,SZ44:183,,DUKE,17-Sep-98,
146211,CARVONE,Perfumery,,JBH,,DUKE,17-Sep-98,
146212,CARVONE,Pesticide,,,,DUKE,17-Sep-98,
146213,CARVONE,Sedative,,BVC:162,,DUKE,17-Sep-98,
146214,CARVONE,Vermicide,,,,DUKE,17-Sep-98,
146215,CARYOPHYLLENE,Aldose-Reductase-Inhibitor,,PJB1(3):238,,DUKE,17-Sep-98,18-Feb-99
146216,CARYOPHYLLENE,Anticariogenic,"MIC=>1,600 ug/ml",JAF41:1103,,DUKE,17-Sep-98,
146217,CARYOPHYLLENE,Antiedemic,,CPB38:2283,,DUKE,17-Sep-98,
146218,CARYOPHYLLENE,Antifeedant,500 ppm,TOX,,DUKE,17-Sep-98,
146219,CARYOPHYLLENE,Antiinflammatory,IC50=100 uM,CPB38:2283,,DUKE,17-Sep-98,
146220,CARYOPHYLLENE,Antitumor,,JNP55:999,,DUKE,17-Sep-98,
146221,CARYOPHYLLENE,Antibacterial,,JAF40:2329,,DUKE,17-Sep-98,25-Jul-00
146222,CARYOPHYLLENE,FLavor,FEMA 20-200,ARC,,DUKE,17-Sep-98,
146223,CARYOPHYLLENE,Insectifuge,,382 X10701181,,DUKE,17-Sep-98,29-Oct-02
146224,CARYOPHYLLENE,Perfumery,,M11,,DUKE,17-Sep-98,
146225,CARYOPHYLLENE,Pesticide,,,,DUKE,17-Sep-98,
146226,CARYOPHYLLENE,Antispasmodic,,,,DUKE,17-Sep-98,28-Jul-99
146227,CARYOPHYLLENE,Termitifuge,,382,,DUKE,17-Sep-98,
146228,CATECHIN,Allelochemic,IC86=1 mM,438,,DUKE,17-Sep-98,
146229,CATECHIN,Antialcoholic,"2,000 mg/man/day",PAM,,DUKE,17-Sep-98,
146230,CATECHIN,Antiarthritic,,PAM,,DUKE,17-Sep-98,
146231,CATECHIN,Anticariogenic,,JD23:101,,DUKE,17-Sep-98,14-Mar-99
146232,CATECHIN,Antiedemic,,PAM,,DUKE,17-Sep-98,
146233,CATECHIN,Antiendotoxic,,PAM,,DUKE,17-Sep-98,
146234,CATECHIN,Antifeedant,,382,,DUKE,17-Sep-98,
146235,CATECHIN,Antiflu,,PAM,,DUKE,17-Sep-98,
146236,CATECHIN,Antihepatitic,1 g 3x/day/man,PAM,,DUKE,17-Sep-98,1-May-01
146237,CATECHIN,Antihepatotoxic,,M11,,DUKE,17-Sep-98,
146238,CATECHIN,Antiherpetic,,PAM,,DUKE,17-Sep-98,
146239,CATECHIN,Antihistaminic,"1,000 mg 5x/day/man",PAM,,DUKE,17-Sep-98,
146240,CATECHIN,Antihyperlipidemic,,JNP54:218,,DUKE,17-Sep-98,6-Jun-00
146241,CATECHIN,Antileukemic,IC50=>10 ug/ml,LS55:1061,,DUKE,17-Sep-98,
146242,CATECHIN,Antiosteotic,500 mg 3x/day,PAM,,DUKE,17-Sep-98,1-May-01
146243,CATECHIN,Antioxidant,IC50=0.19 uM,JAF47:4821 PM56(6):695,,DUKE,17-Sep-98,1-May-01
146244,CATECHIN,Antiperiodontal,,PAM,,DUKE,17-Sep-98,14-Mar-99
146245,CATECHIN,Antiplaque,,PAM,,DUKE,17-Sep-98,
146246,CATECHIN,Antiradicular,IC50=8 uM,PM56(6):695,,DUKE,17-Sep-98,
146247,CATECHIN,Antisclerodermic,,PAM,,DUKE,17-Sep-98,
146248,CATECHIN,Antiulcer,1 g/5x/day/man/orl,PAM,,DUKE,17-Sep-98,1-May-01
146249,CATECHIN,Antiviral,,V&D PAM PM57:A42,,DUKE,17-Sep-98,28-Jul-99
146250,CATECHIN,Astringent,,M11,,DUKE,17-Sep-98,
146251,CATECHIN,Antibacterial,"MIC=>1,000 ug/ml",PM57:A42,,DUKE,17-Sep-98,27-Jul-99
146252,CATECHIN,Cancer-Preventive,,,,DUKE,17-Sep-98,
146253,CATECHIN,Carcinogenic,,,,DUKE,17-Sep-98,
146254,CATECHIN,Fungicide,ED50=2.9-4.6 ug/ml,438,,DUKE,17-Sep-98,
146255,CATECHIN,Hemostat,,PJB1(1):170,,DUKE,17-Sep-98,14-Mar-99
146134,ARCTIGENIN,Cytotoxic,,JNP7:51 JBH,,DUKE,17-Sep-98,7-May-99
146135,ARCTIGENIN,Pesticide,,,,DUKE,17-Sep-98,
146136,ARCTIGENIN,Phosphodiesterase-Inhibitor,,JBH,,DUKE,17-Sep-98,
146137,ARMEPAVINE-N-OXIDE,Cytotoxic,ED50(KB)=4 ug/ml,PCF:370,,DUKE,17-Sep-98,
146138,BISPARTHENOLIDINE,Antitumor,,JNP50:891:1987,,DUKE,17-Sep-98,
146139,BORNEOL,Allelochemic,,JAF45:3276,,DUKE,17-Sep-98,15-Feb-99
146140,BORNEOL,Antibronchitic,,JBH,,DUKE,17-Sep-98,
146141,BORNEOL,Antiinflammatory,,,,DUKE,17-Sep-98,
146142,BORNEOL,CNS-Toxic,,JBH,,DUKE,17-Sep-98,
146143,BORNEOL,FLavor,FEMA<1,ARC,,DUKE,17-Sep-98,
146144,BORNEOL,Antipyretic,,,,DUKE,17-Sep-98,28-Jul-99
146145,BORNEOL,Hepatoprotective,,,,DUKE,17-Sep-98,
146146,BORNEOL,Herbicide,IC50=470 mM,438,,DUKE,17-Sep-98,
146147,BORNEOL,Herbicide,IC50=470 uM,TOX,,DUKE,17-Sep-98,
146148,BORNEOL,Inhalant,,JBH,,DUKE,17-Sep-98,
146149,BORNEOL,Insect-Repellent,,,,DUKE,17-Sep-98,
146150,BORNEOL,Insectifuge,,382,,DUKE,17-Sep-98,
146151,BORNEOL,Nematicide,MLC=1 mg/ml,SZ44:183,,DUKE,17-Sep-98,
146152,BORNEOL,Perfumery,,JBH,,DUKE,17-Sep-98,
146153,BORNEOL,Pesticide,,,,DUKE,17-Sep-98,
146154,BORNEOL,Antispasmodic,ED50=0.008 mg/ml,FT59:465 X11559128,,DUKE,17-Sep-98,25-Oct-02
146155,CAMPHENE,Antilithic?,,JBH,,DUKE,17-Sep-98,
146156,CAMPHENE,Antioxidant,,JA6(4):33,,DUKE,17-Sep-98,
146157,CAMPHENE,FLavor,FEMA 15-175,ARC,,DUKE,17-Sep-98,
146158,CAMPHENE,Hypocholesterolemic?,,JBH,,DUKE,17-Sep-98,
146159,CAMPHENE,Insectifuge,,382,,DUKE,17-Sep-98,
146160,CAMPHENE,Pesticide,,,,DUKE,17-Sep-98,
146161,CAMPHENE,Spasmogenic,,FT59:465,,DUKE,17-Sep-98,
146162,CAMPHOR,Allelopathic,,450 CWW,,DUKE,17-Sep-98,23-Jun-06
146163,CAMPHOR,Analgesic,,MAR WO2,,DUKE,17-Sep-98,28-Dec-00
146164,CAMPHOR,Anesthetic,,JE26:74 WO2,,DUKE,17-Sep-98,28-Dec-00
146165,CAMPHOR,Antiacne,,NIG,,DUKE,17-Sep-98,
146166,CAMPHOR,Antiemetic,100-200 mg man orl,KCH,,DUKE,17-Sep-98,
146167,CAMPHOR,Antifeedant,"IC50=5,000 ppm diet",438,,DUKE,17-Sep-98,
146168,CAMPHOR,Antifibrositic,,MAR,,DUKE,17-Sep-98,
146169,CAMPHOR,Antineuralgic,,MAR,,DUKE,17-Sep-98,
146170,CAMPHOR,Antipruritic,,M11,,DUKE,17-Sep-98,
146171,CAMPHOR,Antiseptic,,M11,,DUKE,17-Sep-98,
146172,CAMPHOR,CNS-Stimulant,,JE26:74,,DUKE,17-Sep-98,24-Oct-00
146173,CAMPHOR,Cancer-Preventive,,525,,DUKE,17-Sep-98,
146174,CAMPHOR,Carminative,,JPP46:16,,DUKE,17-Sep-98,
146175,CAMPHOR,Convulsant,,RJH,,DUKE,17-Sep-98,
146176,CAMPHOR,Cosmetic,,JBH,,DUKE,17-Sep-98,
146177,CAMPHOR,Counterirritant,,MAR,,DUKE,17-Sep-98,
146178,CAMPHOR,Decongestant,,NIG,,DUKE,17-Sep-98,
146179,CAMPHOR,Deliriant,,M11,,DUKE,17-Sep-98,
146180,CAMPHOR,Ecbolic,,,,DUKE,17-Sep-98,
146181,CAMPHOR,Emetic,,,,DUKE,17-Sep-98,
146182,CAMPHOR,Expectorant,,M29,,DUKE,17-Sep-98,
146183,CAMPHOR,Fungicide,ED50=2.7 mM,TOX,,DUKE,17-Sep-98,
146184,CAMPHOR,Herbicide,IC50=3.3-180 mM,438,,DUKE,17-Sep-98,
146185,CAMPHOR,Insect-Repellent,,,,DUKE,17-Sep-98,
146186,CAMPHOR,Insectifuge,,HH3 M11,,DUKE,17-Sep-98,8-Jul-01
146187,CAMPHOR,Irritant,,JBH,,DUKE,17-Sep-98,
146188,CAMPHOR,Nematicide,MLC=1 mg/ml,SZ44:183,,DUKE,17-Sep-98,
146189,CAMPHOR,Occuloirritant,,M&R367,,DUKE,17-Sep-98,24-Oct-00
146190,CAMPHOR,Pesticide,,,,DUKE,17-Sep-98,
146191,CAMPHOR,Respirainhibitor,,M11,,DUKE,17-Sep-98,
146192,CAMPHOR,Respirastimulant,,KCH,,DUKE,17-Sep-98,
146193,CAMPHOR,Rubefacient,,MAR WO2,,DUKE,17-Sep-98,28-Dec-00
146194,CAMPHOR,Antispasmodic,ED50=0.075 mg/ml,FT59:465,,DUKE,17-Sep-98,28-Jul-99
146195,CAMPHOR,Stimulant,,RJH,,DUKE,17-Sep-98,
146196,CAMPHOR,Verrucolytic,,NIG,,DUKE,17-Sep-98,
146078,"10-HYDROXY-1,2-METHYLENEDIOXYAPORPHINE",Mycoplasmistat,5 ug/ml,526,,DUKE,17-Sep-98,
146079,"16,17-DIHYDROXY-16BETA-KAURAN-19-OIC",Antiinflammatory,300 ppm,,,DUKE,17-Sep-98,
146080,3-HYDROXY-9-METHOXYPTEROCARPAN,Fungicide,IC31-69=100 uM,JAF38:836,,DUKE,17-Sep-98,
146081,3-HYDROXY-9-METHOXYPTEROCARPAN,Pesticide,,,,DUKE,17-Sep-98,
146082,3-ISOTHUJONE,Antifeedant,,382,,DUKE,17-Sep-98,
146083,3-ISOTHUJONE,Pesticide,,,,DUKE,17-Sep-98,
146084,6-METHOXY-MELLEIN,Pesticide,,,,DUKE,17-Sep-98,
146085,6-METHOXY-MELLEIN,Phytoalexin,,PC29(3):849,,DUKE,17-Sep-98,
146086,ACETOXYCOLLININ,Antiaggregant,EC100=100 uM,PC39:1091,,DUKE,17-Sep-98,
146087,ALPHA-BISABOLOL,Analgesic,,411,,DUKE,17-Sep-98,
146088,ALPHA-BISABOLOL,Antiarthritic,,LRN-MAR91,,DUKE,17-Sep-98,
146089,ALPHA-BISABOLOL,Antiburn,,IWU,,DUKE,17-Sep-98,
146091,ALPHA-BISABOLOL,Antiinflammatory,,W&W 411,,DUKE,17-Sep-98,16-Feb-99
146092,ALPHA-BISABOLOL,Antipeptic,,W&W,,DUKE,17-Sep-98,
146093,ALPHA-BISABOLOL,Antipyretic,,LRN-MAR91,,DUKE,17-Sep-98,
146094,ALPHA-BISABOLOL,Antiseptic,,WIC,,DUKE,17-Sep-98,
146095,ALPHA-BISABOLOL,Antispasmodic,,LRN-MAR91 HG20:40 411,,DUKE,17-Sep-98,28-Jul-99
146096,ALPHA-BISABOLOL,Antituberculic,,,,DUKE,17-Sep-98,16-Feb-99
146097,ALPHA-BISABOLOL,Antiulcer,,IWU,,DUKE,17-Sep-98,16-Feb-99
146099,ALPHA-BISABOLOL,Antibacterial,,IWU,,DUKE,17-Sep-98,27-Jul-99
146100,ALPHA-BISABOLOL,Candidicide,,,,DUKE,17-Sep-98,
146101,ALPHA-BISABOLOL,Cosmetic,,FT61:254.1990,,DUKE,17-Sep-98,
146102,ALPHA-BISABOLOL,Fungicide,,IWU,,DUKE,17-Sep-98,
146103,ALPHA-BISABOLOL,Musculotropic,,WIC,,DUKE,17-Sep-98,
146104,ALPHA-BISABOLOL,Perfumery,,ARC,,DUKE,17-Sep-98,
146105,ALPHA-BISABOLOL,Pesticide,,,,DUKE,17-Sep-98,
146106,ALPHA-BISABOLOL,Protisticide,,JNP39:435,,DUKE,17-Sep-98,16-Feb-99
146110,ALPHA-BISABOLOL,Vulnerary,ED50=228 ug/g mus,X11678668 LRN-MAR91 411,,DUKE,17-Sep-98,25-Oct-02
146111,ALPHA-HYDRASTINE,Antiseptic,,JBH,,DUKE,17-Sep-98,
146112,ALPHA-HYDRASTINE,Hemostat,,JBH,,DUKE,17-Sep-98,
146113,ALPHA-HYDRASTINE,Pesticide,,,,DUKE,17-Sep-98,
146114,ANONAINE,Antiseptic,<12 ug/ml,526,,DUKE,17-Sep-98,
146115,ANONAINE,Antibacterial,,GMJ,,DUKE,17-Sep-98,27-Jul-99
146116,ANONAINE,Candidicide,,,,DUKE,17-Sep-98,
146117,ANONAINE,Cytotoxic,,GMJ,,DUKE,17-Sep-98,
146118,ANONAINE,Dopamine-Adenylate-Cyclase-Inhibitor,,GMJ,,DUKE,17-Sep-98,
146119,ANONAINE,Fungicide,,JE36:39,,DUKE,17-Sep-98,
146120,ANONAINE,Hypotensive,,GMJ UPW,,DUKE,17-Sep-98,19-Mar-03
146121,ANONAINE,Insecticide,,JBH,,DUKE,17-Sep-98,
146122,ANONAINE,Mycoplasmicide,<12 ug/ml,526,,DUKE,17-Sep-98,
146123,ANONAINE,Pesticide,,,,DUKE,17-Sep-98,
146124,APIOCARPIN,Fungicide,ED50=<50,JLI,,DUKE,17-Sep-98,
146125,APIOCARPIN,Pesticide,,,,DUKE,17-Sep-98,
146126,APIOCARPIN,Phytoalexin,,JLI,,DUKE,17-Sep-98,
146127,APOGLAZIOVINE,Hypotensive,,JBH,,DUKE,17-Sep-98,
146128,APOGLAZIOVINE,Tranquilizer,,JBH,,DUKE,17-Sep-98,
146129,ARCTIGENIN,AntiHIV,IC85=0.5 uM,PM56(6):506,,DUKE,17-Sep-98,
146130,ARCTIGENIN,Antileukemic,IC50=0.067-0.53 ug/ml,LS55:1061,,DUKE,17-Sep-98,7-May-99
146131,ARCTIGENIN,Antilymphomic,ED50=0.53-2 uM,PM55(7):658 LS55:1061 JBH,,DUKE,17-Sep-98,8-May-99
146133,ARCTIGENIN,Antitumor,,411,,DUKE,17-Sep-98,
127714,(15:1)-CARDANOL,Antiseptic,,JBH,,DUKE,10-Dec-97,
127715,(15:1)-CARDANOL,Antitumor,,JBH,,DUKE,10-Dec-97,
127716,(15:1)-CARDANOL,Cyclooxygenase-Inhibitor,,JBH,,DUKE,10-Dec-97,
127717,(15:1)-CARDANOL,Irritant,,JBH,,DUKE,10-Dec-97,
127718,(15:1)-CARDANOL,Lipoxygenase-Inhibitor,,JBH,,DUKE,10-Dec-97,
127719,(15:1)-CARDANOL,Pesticide,,,,DUKE,10-Dec-97,
127720,(20S0-4ALPHA-METHYL-24-METHYLENECHOLEST-7-EN-3BETA-OL,Algicide,,,,DUKE,10-Dec-97,
127721,(20S0-4ALPHA-METHYL-24-METHYLENECHOLEST-7-EN-3BETA-OL,Allelochemic,,PC29(6):1797,,DUKE,10-Dec-97,
127722,(20S0-4ALPHA-METHYL-24-METHYLENECHOLEST-7-EN-3BETA-OL,Pesticide,,,,DUKE,10-Dec-97,
127723,"(3'R,4'R)-3'-EPOXYANGELOYLOXY-4'-ACETOXY-3',4'-DIHYDROSESELIN",Antiallergic,,JBH,,DUKE,10-Dec-97,
127724,"(4,1)-HEPTANOLIDE",FLavor,FEMA 2-40,ARC,,DUKE,10-Dec-97,
127725,(5E)-OCIMENONE,Larvicide,,382,,DUKE,10-Dec-97,
127726,(5E)-OCIMENONE,Pesticide,,,,DUKE,10-Dec-97,
127727,"(5R,8R,9S,10R)-12-OXO-ENT-3,13-CLERODIEN-15-OIC-ACID",Antibacterial,20-25ug/ml,PM56(2):187,,DUKE,10-Dec-97,27-Jul-99
127728,"(5R,8R,9S,10R)-12-OXO-ENT-3,13-CLERODIEN-15-OIC-ACID",Pesticide,,,,DUKE,10-Dec-97,
127729,"(7R,10R)-CAROTA-1,4-DIENALDEHYDE",Antioxidant,,,,DUKE,10-Dec-97,
127730,"(7R,10R)-CAROTA-1,4-DIENALDEHYDE",Fungicide?,,PC29(3):867,,DUKE,10-Dec-97,
127731,"(7R,10R)-CAROTA-1,4-DIENALDEHYDE",Pesticide,,,,DUKE,10-Dec-97,
127732,"(8',9'-DIHYDROXY)-3-FARNESYLINDOLE",Antimalarial,IC50=2.8 ug/ml,PM57:341,,DUKE,10-Dec-97,
127733,"(8',9'-DIHYDROXY)-3-FARNESYLINDOLE",Pesticide,,,,DUKE,10-Dec-97,
127734,"(9S,10R)-9,10-DIHYDROXYSTEARIC-ACID",Cosmetic,,JBH,,DUKE,10-Dec-97,
127735,"(D,L)-BORRERINE",Adrenergic-Blocker,,CPB38:1702,,DUKE,10-Dec-97,
127736,"(E)-4-(3',4'-DIMETHOXYPHENYL)-BUT-3-EN-OL",Antiedemic,,,,DUKE,10-Dec-97,
127737,"(E)-4-(3',4'-DIMETHOXYPHENYL)-BUT-3-EN-OL",Antiinflammatory,ED84=300 mg/kg,PM56(6):655,,DUKE,10-Dec-97,
127738,"(E)-4-(3',4'-DIMETHOXYPHENYL)-BUT-3-EN-OL",Antipyretic,,,,DUKE,10-Dec-97,
127739,"(E)-4-(3',4'-DIMETHOXYPHENYL)-BUT-3-EN-OL",Antiprostaglandin,,PM56(6):655,,DUKE,10-Dec-97,22-May-00
127740,(E)-HORDENINE-[6-O-CINNAMOYL-BETA-D-GLUCOPYRANOSYL](1--3)ALPHA-L-RHAMNOPYRANOSIDE,Hypertensive,,PM56(6):526,,DUKE,10-Dec-97,
127741,"(Z)-1,8-PENTADECADIENE",Anticarcinosarcomic,,PAM,,DUKE,10-Dec-97,
127742,"(Z)-1,8-PENTADECADIENE",Antileukemic,,PAM,,DUKE,10-Dec-97,
127743,"(Z)-1,8-PENTADECADIENE",Antitumor,100-400 ppm,BPCC,,DUKE,10-Dec-97,
127744,"(Z,E)-2-(3,4-DIHYDROXYPHENYL)-ETHENYL-ESTER",Xanthine-Oxidase-Inhibitor,IC50=0.021 ug/ml,CPB38:1772,,DUKE,10-Dec-97,
127745,"(Z,E)-2-(3,5-DIHYDROXYPHENYL)-ETHENYL-ESTER",Xanthine-Oxidase-Inhibitor,IC50=0.124 ug/ml,CPB38:1772,,DUKE,10-Dec-97,
127747,-METHOXYBRASSITIN,Fungicide,,,,DUKE,10-Dec-97,
127748,-METHOXYBRASSITIN,Pesticide,,,,DUKE,10-Dec-97,
127749,-METHOXYBRASSITIN,Phytoalexin,,PC29:1499.1990,,DUKE,10-Dec-97,
127750,0-METHYLCORYPALLINE,Arteriodilator,,,,DUKE,10-Dec-97,
127751,0-METHYLCORYPALLINE,Coronary,,,,DUKE,10-Dec-97,
127752,0-METHYLCORYPALLINE,Vasodilator,,CCO,,DUKE,10-Dec-97,
127753,1'-ACETOXY-EUGENOL-ACETATE,Antisarcoma,,JBH,,DUKE,10-Dec-97,2-May-01
127754,1'-ACETOXY-EUGENOL-ACETATE,Antitumor,,JBH,,DUKE,10-Dec-97,2-May-01
127756,1'-ACETOXY-EUGENOL-ACETATE,Antiulcer,,PM56:488,,DUKE,10-Dec-97,2-May-01
127757,1'-ACETOXYCHAVICOL-ACETATE,Antitumor,,BBB57:1344 JBH,,DUKE,10-Dec-97,
127758,1'-ACETOXYCHAVICOL-ACETATE,Antitumor,,BBB57:1344JBH,,DUKE,10-Dec-97,
127759,1'-ACETOXYCHAVICOL-ACETATE,Antiulcer,,MPT,,DUKE,10-Dec-97,
127760,1'-ACETOXYCHAVICOL-ACETATE,Nematicide,100 ug/ml,SZ44:183,,DUKE,10-Dec-97,
127761,1'-ACETOXYCHAVICOL-ACETATE,Pesticide,,,,DUKE,10-Dec-97,
127762,1(S)-HYDROXY-ALPHA-BISABOLOLOXIDE,Antimalarial,IC50=5.09 ug/ml,PR4(5):203),,DUKE,10-Dec-97,
127763,1(S)-HYDROXY-ALPHA-BISABOLOLOXIDE,Pesticide,,,,DUKE,10-Dec-97,
127764,"1,10-EPOXYNOBILIN",Antitumor,,,,DUKE,10-Dec-97,
127765,"1,11-DIMETHOXYCANTHIN-6-ONE",Antileukemic,,JNP49:428.1986,,DUKE,10-Dec-97,
127766,"1,2,11,13,2,3'-HEXAHYDROVERNODALIN",Antiseptic,50 ug/disk,BBB57:834,,DUKE,10-Dec-97,
127767,"1,2,11,13,2,3'-HEXAHYDROVERNODALIN",Antitumor,IC50(L-1210)=1.00,BBB57:834,,DUKE,10-Dec-97,
127768,"1,2,11,13,2,3'-HEXAHYDROVERNODALIN",Antitumor,IC50(P-388)=0.52,BBB57:834,,DUKE,10-Dec-97,
127769,"1,2,11,13,2,3'-HEXAHYDROVERNODALIN",Bitter,2.4 ug,BBB57:834,,DUKE,10-Dec-97,
127770,"1,2,11,13,2,3'-HEXAHYDROVERNODALIN",Pesticide,,,,DUKE,10-Dec-97,
127773,"1,2,4-TRIHYDROXYHEPTADECA-16-ENE",Antibacterial,,LAF,,DUKE,10-Dec-97,2-Feb-01
127774,"1,2,4-TRIHYDROXYHEPTADECA-16-ENE",Pesticide,,,,DUKE,10-Dec-97,
127775,"1,2,6-TRI-O-GALLOYL-BETA-D-GLUCOSE",Xanthine-Oxidase-Inhibitor,IC50=39 uM,CPB38:1225,,DUKE,10-Dec-97,
127776,"1,2-DIHYDROXY-4-GLUCOSYLNAPTHALENE",Antibacterial,,RAA,,DUKE,10-Dec-97,27-Jul-99
127777,"1,2-DIHYDROXY-4-GLUCOSYLNAPTHALENE",Candidicide,,RAA,,DUKE,10-Dec-97,
127778,"1,2-DIHYDROXY-4-GLUCOSYLNAPTHALENE",Fungicide,,RAA,,DUKE,10-Dec-97,
127779,"1,2-DIHYDROXY-4-GLUCOSYLNAPTHALENE",Pesticide,,,,DUKE,10-Dec-97,
127780,"1,2-DIMETHOXY-3,8-DIHYDROXYXANTHONE",Fungicide,> miconazole,PM57:A131,,DUKE,10-Dec-97,
127781,"1,2-DIMETHOXY-3,8-DIHYDROXYXANTHONE",Pesticide,,,,DUKE,10-Dec-97,
127782,"1,2-NAPTHAQUINONE",Antifeedant,,438,,DUKE,10-Dec-97,
127783,"1,2-NAPTHAQUINONE",Pesticide,,,,DUKE,10-Dec-97,
127784,"1,3,4,5-TETRACAFFEOYLQUINIC-ACID",Antibacterial,,MP56(6):648,,DUKE,10-Dec-97,27-Jul-99
127785,"1,3,4,5-TETRACAFFEOYLQUINIC-ACID",Pesticide,,,,DUKE,10-Dec-97,
127786,"1,3,4,6-TETRA-O-GALLOYL-BETA-D-GLUCOSE",Xanthine-Oxidase-Inhibitor,IC50=8 uM,CPB38:1225,,DUKE,10-Dec-97,
127787,"1,3,4-TRI-O-GALLOYLQUINIC-ACID",AntiAIDS,,,,DUKE,10-Dec-97,
127788,"1,3,4-TRI-O-GALLOYLQUINIC-ACID",HIV-RT-Inhibitor,,JNP53(3):587,,DUKE,10-Dec-97,
127789,"1,3,4-TRI-O-GALLOYLQUINIC-ACID",Pesticide,,,,DUKE,10-Dec-97,
127790,"1,3,7-TRIMETHYLXANTHINE",Chemosterilant,,382,,DUKE,10-Dec-97,
127791,"1,3,7-TRIMETHYLXANTHINE",Herbicide,,,,DUKE,10-Dec-97,
127792,"1,3,7-TRIMETHYLXANTHINE",Pesticide,,,,DUKE,10-Dec-97,
127793,"1,3-DIHYDROXY-2-METHOXYMETHYLANTHRAQUINONE",Antileukemic,ED50=0.62 ug/ml,ACM:361,,DUKE,10-Dec-97,
127794,"1,3-GLUCAN",Pesticide,,,,DUKE,10-Dec-97,
127795,"1,3-GLUCAN",Phytoalexigenic,0.001 uM,450,,DUKE,10-Dec-97,
127796,"1,4-DICAFFEOYLQUINIC-ACID",Choleretic,,,,DUKE,10-Dec-97,
127797,"1,4-DIHYDROXY-2-METHYLANTHRAQUINONE",Pesticide,,,,DUKE,10-Dec-97,
127798,"1,4-DIHYDROXY-2-METHYLANTHRAQUINONE",Termitifuge,,382,,DUKE,10-Dec-97,
127799,"1,4-NAPTHAQUINONE",Allelochemic,IC50=0.15 mM,438,,DUKE,10-Dec-97,
127800,"1,4-NAPTHAQUINONE",Antifeedant,,382,,DUKE,10-Dec-97,
127801,"1,4-NAPTHAQUINONE",Antibacterial,,,,DUKE,10-Dec-97,27-Jul-99
127802,"1,4-NAPTHAQUINONE",Pesticide,,,,DUKE,10-Dec-97,
127803,"1,4-NAPTHAQUINONE",Protisticide,,,,DUKE,10-Dec-97,
127804,"1,4-NAPTHAQUINONE",Schistosomicide,,,,DUKE,10-Dec-97,
127805,"1,5-DIDEOXY-1,5-IMINO-D-MANNITOL",Glycosidase-Inhibitor,,PC29(1):103,,DUKE,10-Dec-97,
127806,"1,5-DIHYDROXY-8-METHOXYXANTHONE",Antimutagenic,,EMP6:235,,DUKE,10-Dec-97,
127807,"1,7-BIS(4-HYDROXY-3-METHOXYPHENYL)-1,6-HEPTADIEN-3,5-DIONE",Antiaggregant,,EMP5:343,,DUKE,10-Dec-97,
127808,"1,7-DIHYDROXY-4-METHOXYXANTHONE",Fungicide,<miconazole,PM57:A131,,DUKE,10-Dec-97,
127809,"1,7-DIHYDROXY-4-METHOXYXANTHONE",Pesticide,,,,DUKE,10-Dec-97,
127810,"1,7A-DIEPIALEXINE",Glucosidase-Inhibitor,ID50=1.5 uM,PC29(1)111,,DUKE,10-Dec-97,28-May-99
127811,"1,8-CINEOLE",Allelopathic,,CWW 450,,DUKE,10-Dec-97,7-May-06
127812,"1,8-CINEOLE",Allergenic,,M&R486,,DUKE,10-Dec-97,26-Jan-99
127813,"1,8-CINEOLE",Anesthetic,,,,DUKE,10-Dec-97,
